severity,issue_type,file_path,hunt_code,details,recommended_fix
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,BR1016,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,BR1017,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,BR1018,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,BR7000,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,BR7001,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,BR7003,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,BR7004,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,BR7005,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,BR7007,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,BR7009,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,BR7010,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,BR7011,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,BR7012,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,BR7013,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,BR7014,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,BR7015,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,BR7016,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,BR7017,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,BR7018,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,BR7020,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,BR7021,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,BR7022,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,BR7100,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,BR7101,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,BR7102,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,BR7104,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,BR7105,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,BR7106,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,BR7109,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,BR7110,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,BR7111,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,BR7112,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,BR7113,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,BR7114,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,BR7115,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,BR7116,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,BR7117,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,BR7118,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,BR7119,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,BR7120,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,BR7121,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,BR7122,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,BR7123,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,BR7124,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,BR7125,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,BR7126,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,BR7127,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,BR7200,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,BR7201,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,BR7203,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,BR7204,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,BR7205,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,BR7207,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,BR7210,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,BR7211,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,BR7212,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,BR7213,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,BR7214,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,BR7215,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,BR7216,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,BR7217,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,BR7218,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,BR7219,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,BR7220,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,BR7221,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,BR7224,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,BR7225,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,BR7228,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,BR7229,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,BR7237,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,BR7238,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,BR7239,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,BR7300,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,BR7301,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,BR7303,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,BR7304,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,BR7305,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,BR7307,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,BR7308,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,BR7309,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,BR7310,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,BR7311,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,BR7312,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,BR7313,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,BR7314,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,BR7315,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,BR7316,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,BR7317,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,BR7318,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,BR7320,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,BR7321,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,BR7322,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,BR7323,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,BR7324,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,BR7325,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,BR7326,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,CG9999,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DA1001,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DA1002,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DA1003,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DA1009,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DA1011,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DA1012,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DA1013,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DA1018,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DA1027,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DA1030,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DA1031,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DA1033,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DA1041,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DA1042,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DA1045,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DA1046,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DA1047,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DA1048,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DA1049,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DA1050,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB0001,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB0002,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB0003,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB0004,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB0005,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB0006,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB0007,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB0008,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB0009,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB0010,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB0011,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB0012,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB0013,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1000,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1001,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1002,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1003,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1004,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1005,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1006,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1007,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1008,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1009,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1010,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
