path,local_exists,local_size_bytes,row_count,column_count,hunt_codes,stub_hint,manifest_key,manifest_classification,manifest_used_by_frontend,manifest_served_live,manifest_size_bytes,canonical_url,remote_status,remote_size_bytes,manifest_size_matches_remote,remote_etag,remote_error,engine_groups,consumer_modules,classification,recommendation
data_model/runtime_drafts/predictive_bonus_engine_2026.materialized.csv,True,18989572,23835,59,452,False,,,,,,,,,,,,utah_bonus_predictive_skip_upstream,engine.utah_bonus_predictive.materialize --skip-upstream,LOCAL_RUNTIME_DRAFT_AUTHORITATIVE,Runtime draft output is local authoritative until promoted/published.
data_model/runtime_drafts/predictive_bonus_engine_2026.predictions.csv,True,18585491,23835,53,452,False,,,,,,,,,,,,utah_bonus_predictive_skip_upstream,engine.utah_bonus_predictive.materialize --skip-upstream,LOCAL_RUNTIME_DRAFT_AUTHORITATIVE,Runtime draft output is local authoritative until promoted/published.
data_truth/draw_results_truth/normalized/draw_results_long.csv,True,77791622,176753,43,1616,False,truth_draw_results_long_csv,LFS_REFERENCE_ONLY,False,False,77791622,,,,,,,utah_bonus_predictive,engine.utah_bonus_predictive.materialize,LOCAL_TRUTH_AUTHORITATIVE,Normalized truth table is local/repo authoritative and should not be replaced from R2.
data_truth/harvest_results_truth/normalized/harvest_quality_features_all_years_by_hunt_code.csv,True,1926517,5151,35,1424,False,,,,,,,,,,,,,,LOCAL_TRUTH_AUTHORITATIVE,Normalized truth table is local/repo authoritative and should not be replaced from R2.
data_truth/harvest_results_truth/normalized/harvest_results_all_years_long.csv,True,24881298,68657,35,1424,False,,,,,,,,,,,,,,LOCAL_TRUTH_AUTHORITATIVE,Normalized truth table is local/repo authoritative and should not be replaced from R2.
processed_data/draw_reality_engine.csv,True,1712,2,57,2,True,research_draw_reality_engine_csv,R2_PUBLIC,False,True,27627925,https://json.uoga.workers.dev/processed_data/draw_reality_engine.csv,200,20594722,False,"""afe0e58c225270f426e3c6c9dbee37e2""",,utah_materialize_engine|utah_predictive_mixed,engine.utah.materialize_engine|engine.utah_predictive_mixed.materialize,RESTORE_LOCAL_STUB_FROM_R2_AND_UPDATE_MANIFEST,R2 is live and local CSV is a tiny/stub copy; manifest size differs from R2. Restore local if local tools consume it and update runtime manifest sizes.
processed_data/draw_reality_engine_backup_before_2024_import.csv,True,52620090,141516,34,1103,False,reference_draw_reality_engine_backup_before_2024_import_csv,LFS_REFERENCE_ONLY,False,False,52620090,,,,,,,,,REFERENCE_ONLY_RETIRE_FROM_RUNTIME,Reference/backup file only; should not feed runtime.
processed_data/draw_reality_engine_predictive_v2.csv,True,42944164,26389,173,864,False,research_draw_reality_engine_predictive_v2_csv,R2_PUBLIC,False,True,25910073,https://json.uoga.workers.dev/processed_data/draw_reality_engine_predictive_v2.csv,200,42944164,False,"""ee9e7769758bf84f22baf00c927a4787""",,utah_draw_predictive|utah_predictive_mixed,engine.utah_draw_predictive.*|engine.utah_predictive_mixed.materialize,R2_CANONICAL_MANIFEST_SIZE_DRIFT,"R2 is live, but manifest size differs from the served object. Update manifest sizes before publish closeout."
processed_data/draw_reality_engine_v2.csv,True,44863034,176753,24,1616,False,research_draw_reality_engine_v2_csv,R2_PUBLIC,False,True,44863034,https://json.uoga.workers.dev/processed_data/draw_reality_engine_v2.csv,200,44863034,True,"""a4595c014c1342634250f610a88afd3d""",,utah_draw_predictive,engine.utah_draw_predictive.classifier,R2_CANONICAL_LOCAL_CACHE_OK,Manifest marks R2 as live canonical runtime source; local file is a cache/reference copy.
processed_data/draw_reality_view.csv,True,14072342,53176,27,812,False,runtime_draw_reality_view_csv,R2_PUBLIC,False,True,14072342,https://json.uoga.workers.dev/processed_data/draw_reality_view.csv,200,14072342,True,"""9f4bbfa59197096fefca21146df2d90b""",,utah_materialize_engine,engine.utah.materialize_engine,R2_CANONICAL_LOCAL_CACHE_OK,Manifest marks R2 as live canonical runtime source; local file is a cache/reference copy.
processed_data/draw_system_coverage_report.csv,True,78555708,204693,36,1668,False,internal_draw_system_coverage_report_csv,INTERNAL_ONLY,False,False,78555708,,,,,,,utah_draw_predictive,engine.utah_draw_predictive.*,LOCAL_ENGINE_FEEDER_AUTHORITATIVE,Engine contract references this generated local feeder.
processed_data/harvest-metrics-2024-bg-report.csv,True,17212,647,7,0,False,,,,,,,,,,,,utah_materialize_engine,engine.utah.materialize_engine,LOCAL_ENGINE_FEEDER_AUTHORITATIVE,Engine contract references this generated local feeder.
processed_data/harvest-metrics-2025-prelim.csv,True,30015,1092,7,0,False,,,,,,,,,,,,utah_materialize_engine,engine.utah.materialize_engine,LOCAL_ENGINE_FEEDER_AUTHORITATIVE,Engine contract references this generated local feeder.
processed_data/historical_trend_2025.csv,True,5599579,47950,16,812,False,,,,,,,,,,,,utah_materialize_engine,engine.utah.materialize_engine,LOCAL_ENGINE_FEEDER_AUTHORITATIVE,Engine contract references this generated local feeder.
processed_data/hunt-master-canonical-2026-source-of-truth.csv,True,1315638,1471,69,1471,False,processed_hunt_master_source_of_truth_csv,REPO_SMALL,False,True,1315638,/processed_data/hunt-master-canonical-2026-source-of-truth.csv,LOCAL_PATH,,,,,,,LOCAL_REFERENCE_UNCLASSIFIED,Local file exists but is not clearly runtime-canonical from manifest or contract.
processed_data/hunt_master_enriched.csv,True,635,2,24,2,True,research_hunt_master_enriched_csv,R2_PUBLIC,False,True,56519749,https://json.uoga.workers.dev/processed_data/hunt_master_enriched.csv,200,56676255,False,"""6ae6a905bc38f82cf7d176d124a8e86e""",,utah_draw_predictive|utah_materialize_engine,engine.utah.materialize_engine|engine.utah_draw_predictive.*,RESTORE_LOCAL_STUB_FROM_R2_AND_UPDATE_MANIFEST,R2 is live and local CSV is a tiny/stub copy; manifest size differs from R2. Restore local if local tools consume it and update runtime manifest sizes.
processed_data/hunt_master_enriched_2026_draw_subset.csv,False,0,,,,False,runtime_hunt_master_enriched_2026_draw_subset_csv,REVIEW_REQUIRED,False,False,,,,,,,,,,REVIEW_OR_RETIRE_CANDIDATE,Manifest says this file is review-required and not currently served live.
processed_data/hunt_unit_reference_linked.csv,True,1128,2,43,2,True,research_hunt_unit_reference_linked_csv,R2_PUBLIC,False,True,2709445,https://json.uoga.workers.dev/processed_data/hunt_unit_reference_linked.csv,200,2709479,False,"""6ffcbec58a71ce1cc7dda48edb5f2a21""",,utah_draw_predictive,engine.utah_draw_predictive.*,RESTORE_LOCAL_STUB_FROM_R2_AND_UPDATE_MANIFEST,R2 is live and local CSV is a tiny/stub copy; manifest size differs from R2. Restore local if local tools consume it and update runtime manifest sizes.
processed_data/ml_draw_predictions_v1.csv,True,48351537,27940,180,1065,False,runtime_ml_draw_predictions_v1_csv,R2_PUBLIC,False,True,48351537,https://json.uoga.workers.dev/processed_data/ml_draw_predictions_v1.csv,200,48351537,True,"""6d20bae25a0be464561a22ab37302dbf""",,utah_draw_predictive|utah_predictive_mixed,engine.utah_draw_predictive.*|engine.utah_predictive_mixed.materialize,R2_CANONICAL_LOCAL_CACHE_OK,Manifest marks R2 as live canonical runtime source; local file is a cache/reference copy.
processed_data/point_ladder_view.csv,True,612,2,23,2,True,research_point_ladder_view_csv,R2_PUBLIC,False,True,150953154,https://json.uoga.workers.dev/processed_data/point_ladder_view.csv,200,152517461,False,"""42e58bb2877618c4ff2af5b6dd7058dd""",,utah_materialize_engine|utah_predictive_mixed,engine.utah.materialize_engine|engine.utah_predictive_mixed.materialize,RESTORE_LOCAL_STUB_FROM_R2_AND_UPDATE_MANIFEST,R2 is live and local CSV is a tiny/stub copy; manifest size differs from R2. Restore local if local tools consume it and update runtime manifest sizes.
processed_data/projected_bonus_draw_2026_simulated.csv,True,18106562,46992,38,712,False,,,,,,,,,,,,utah_materialize_engine,engine.utah.materialize_engine,LOCAL_ENGINE_FEEDER_AUTHORITATIVE,Engine contract references this generated local feeder.
processed_data/recommended_permits_2026.csv,True,215471,928,26,928,False,,,,,,,,,,,,utah_materialize_engine,engine.utah.materialize_engine,LOCAL_ENGINE_FEEDER_AUTHORITATIVE,Engine contract references this generated local feeder.
