hunt_code,boundary_id,boundary_id_source,primary_universe_bucket,scoring_bucket,hunt_name,species,sex_type,hunt_type,weapon,prefix,present_regulation_pdf,present_draw_result_pdf,present_canonical_yearly,present_database_year_support,present_long_file,present_locked_2026_reference,canonical_row_count,canonical_scorable_row_count,pdf_evidence_row_count,regulation_pdf_sources,draw_result_pdf_sources,audit_note,locked_year,model_target_year,active_year_truth,locked_reconciled_bucket,prediction_accuracy_treatment,database_next_year_support,source_year_artifact,excluded_from_lock_prefix_filter,lock_status,lock_note
EB3098,206,canonical_yearly.boundary_id,MODEL_WORKBOOK_2024_PERMITS_2025_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Diamond Mtn,Elk,Bull,Limited Entry,Muzzleloader,EB,YES,YES,YES,YES,YES,YES,32,32,3,pipeline\RAW\hunt_unit_database\2024\pdf\regulation\2024_biggameapp.pdf,pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. BIG GAME DRAW RESULTS.pdf;pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. ELK DRAW RESULTS.pdf,Present as scorable canonical yearly draw-result truth.,2024,2025,YES,ACTIVE_YEAR_CANONICAL_TRUTH,SCORABLE_OR_REFERENCE_BY_CANONICAL_RECORD_TYPE,NO,NO,NO,LOCKED_2024_UNTIL_NEXT_YEAR_DATA_ADDED,Same-year yearly canonical confirms this hunt code; long-file presence is reconciled separately.
EB3100,222,canonical_yearly.boundary_id,MODEL_WORKBOOK_2024_PERMITS_2025_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Wasatch Mtns,Elk,Bull,Limited Entry,Muzzleloader,EB,YES,YES,YES,YES,YES,YES,32,32,3,pipeline\RAW\hunt_unit_database\2024\pdf\regulation\2024_biggameapp.pdf,pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. BIG GAME DRAW RESULTS.pdf;pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. ELK DRAW RESULTS.pdf,Present as scorable canonical yearly draw-result truth.,2024,2025,YES,ACTIVE_YEAR_CANONICAL_TRUTH,SCORABLE_OR_REFERENCE_BY_CANONICAL_RECORD_TYPE,NO,NO,NO,LOCKED_2024_UNTIL_NEXT_YEAR_DATA_ADDED,Same-year yearly canonical confirms this hunt code; long-file presence is reconciled separately.
EB3102,685,canonical_yearly.boundary_id,MODEL_WORKBOOK_2024_PERMITS_2025_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,"Beaver, East",Elk,Bull,Limited Entry,Multi-season,EB,YES,YES,YES,YES,YES,YES,32,32,3,pipeline\RAW\hunt_unit_database\2024\pdf\regulation\2024_biggameapp.pdf,pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. BIG GAME DRAW RESULTS.pdf;pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. ELK DRAW RESULTS.pdf,Present as scorable canonical yearly draw-result truth.,2024,2025,YES,ACTIVE_YEAR_CANONICAL_TRUTH,SCORABLE_OR_REFERENCE_BY_CANONICAL_RECORD_TYPE,NO,NO,NO,LOCKED_2024_UNTIL_NEXT_YEAR_DATA_ADDED,Same-year yearly canonical confirms this hunt code; long-file presence is reconciled separately.
EB3104,12,canonical_yearly.boundary_id,MODEL_WORKBOOK_2024_PERMITS_2025_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,"Book Cliffs, Little Creek Roadless",Elk,Bull,Limited Entry,Multi-season,EB,YES,YES,YES,YES,YES,YES,32,32,3,pipeline\RAW\hunt_unit_database\2024\pdf\regulation\2024_biggameapp.pdf,pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. BIG GAME DRAW RESULTS.pdf;pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. ELK DRAW RESULTS.pdf,Present as scorable canonical yearly draw-result truth.,2024,2025,YES,ACTIVE_YEAR_CANONICAL_TRUTH,SCORABLE_OR_REFERENCE_BY_CANONICAL_RECORD_TYPE,NO,NO,NO,LOCKED_2024_UNTIL_NEXT_YEAR_DATA_ADDED,Same-year yearly canonical confirms this hunt code; long-file presence is reconciled separately.
EB3105,33,canonical_yearly.boundary_id,MODEL_WORKBOOK_2024_PERMITS_2025_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,"Cache, Meadowville",Elk,Bull,Limited Entry,Multi-season,EB,YES,YES,YES,YES,YES,YES,32,32,3,pipeline\RAW\hunt_unit_database\2024\pdf\regulation\2024_biggameapp.pdf,pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. BIG GAME DRAW RESULTS.pdf;pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. ELK DRAW RESULTS.pdf,Present as scorable canonical yearly draw-result truth.,2024,2025,YES,ACTIVE_YEAR_CANONICAL_TRUTH,SCORABLE_OR_REFERENCE_BY_CANONICAL_RECORD_TYPE,NO,NO,NO,LOCKED_2024_UNTIL_NEXT_YEAR_DATA_ADDED,Same-year yearly canonical confirms this hunt code; long-file presence is reconciled separately.
EB3107,41,canonical_yearly.boundary_id,MODEL_WORKBOOK_2024_PERMITS_2025_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,"Cache, South",Elk,Bull,Limited Entry,Multi-season,EB,YES,YES,YES,YES,YES,YES,32,32,3,pipeline\RAW\hunt_unit_database\2024\pdf\regulation\2024_biggameapp.pdf,pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. BIG GAME DRAW RESULTS.pdf;pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. ELK DRAW RESULTS.pdf,Present as scorable canonical yearly draw-result truth.,2024,2025,YES,ACTIVE_YEAR_CANONICAL_TRUTH,SCORABLE_OR_REFERENCE_BY_CANONICAL_RECORD_TYPE,NO,NO,NO,LOCKED_2024_UNTIL_NEXT_YEAR_DATA_ADDED,Same-year yearly canonical confirms this hunt code; long-file presence is reconciled separately.
EB3108,51,canonical_yearly.boundary_id,MODEL_WORKBOOK_2024_PERMITS_2025_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Manti,Elk,Bull,Limited Entry,Multi-season,EB,YES,YES,YES,YES,YES,YES,32,32,3,pipeline\RAW\hunt_unit_database\2024\pdf\regulation\2024_biggameapp.pdf,pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. BIG GAME DRAW RESULTS.pdf;pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. ELK DRAW RESULTS.pdf,Present as scorable canonical yearly draw-result truth.,2024,2025,YES,ACTIVE_YEAR_CANONICAL_TRUTH,SCORABLE_OR_REFERENCE_BY_CANONICAL_RECORD_TYPE,NO,NO,NO,LOCKED_2024_UNTIL_NEXT_YEAR_DATA_ADDED,Same-year yearly canonical confirms this hunt code; long-file presence is reconciled separately.
EB3110,88,canonical_yearly.boundary_id,MODEL_WORKBOOK_2024_PERMITS_2025_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,"Fillmore, Pahvant",Elk,Bull,Limited Entry,Multi-season,EB,YES,YES,YES,YES,YES,YES,32,32,3,pipeline\RAW\hunt_unit_database\2024\pdf\regulation\2024_biggameapp.pdf,pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. BIG GAME DRAW RESULTS.pdf;pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. ELK DRAW RESULTS.pdf,Present as scorable canonical yearly draw-result truth.,2024,2025,YES,ACTIVE_YEAR_CANONICAL_TRUTH,SCORABLE_OR_REFERENCE_BY_CANONICAL_RECORD_TYPE,NO,NO,NO,LOCKED_2024_UNTIL_NEXT_YEAR_DATA_ADDED,Same-year yearly canonical confirms this hunt code; long-file presence is reconciled separately.
EB3111,617,canonical_yearly.boundary_id,MODEL_WORKBOOK_2024_PERMITS_2025_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,La Sal Mtns,Elk,Bull,Limited Entry,Multi-season,EB,YES,YES,YES,YES,YES,YES,32,32,3,pipeline\RAW\hunt_unit_database\2024\pdf\regulation\2024_biggameapp.pdf,pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. BIG GAME DRAW RESULTS.pdf;pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. ELK DRAW RESULTS.pdf,Present as scorable canonical yearly draw-result truth.,2024,2025,YES,ACTIVE_YEAR_CANONICAL_TRUTH,SCORABLE_OR_REFERENCE_BY_CANONICAL_RECORD_TYPE,NO,NO,NO,LOCKED_2024_UNTIL_NEXT_YEAR_DATA_ADDED,Same-year yearly canonical confirms this hunt code; long-file presence is reconciled separately.
EB3112,629,canonical_yearly.boundary_id,MODEL_WORKBOOK_2024_PERMITS_2025_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Monroe,Elk,Bull,Limited Entry,Multi-season,EB,YES,YES,YES,YES,YES,YES,32,32,3,pipeline\RAW\hunt_unit_database\2024\pdf\regulation\2024_biggameapp.pdf,pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. BIG GAME DRAW RESULTS.pdf;pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. ELK DRAW RESULTS.pdf,Present as scorable canonical yearly draw-result truth.,2024,2025,YES,ACTIVE_YEAR_CANONICAL_TRUTH,SCORABLE_OR_REFERENCE_BY_CANONICAL_RECORD_TYPE,NO,NO,NO,LOCKED_2024_UNTIL_NEXT_YEAR_DATA_ADDED,Same-year yearly canonical confirms this hunt code; long-file presence is reconciled separately.
EB3113,630,canonical_yearly.boundary_id,MODEL_WORKBOOK_2024_PERMITS_2025_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Mt Dutton,Elk,Bull,Limited Entry,Multi-season,EB,YES,YES,YES,YES,YES,YES,32,32,3,pipeline\RAW\hunt_unit_database\2024\pdf\regulation\2024_biggameapp.pdf,pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. BIG GAME DRAW RESULTS.pdf;pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. ELK DRAW RESULTS.pdf,Present as scorable canonical yearly draw-result truth.,2024,2025,YES,ACTIVE_YEAR_CANONICAL_TRUTH,SCORABLE_OR_REFERENCE_BY_CANONICAL_RECORD_TYPE,NO,NO,NO,LOCKED_2024_UNTIL_NEXT_YEAR_DATA_ADDED,Same-year yearly canonical confirms this hunt code; long-file presence is reconciled separately.
EB3115,140,canonical_yearly.boundary_id,MODEL_WORKBOOK_2024_PERMITS_2025_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,"North Slope, Three Corners",Elk,Bull,Limited Entry,Multi-season,EB,YES,YES,YES,YES,YES,YES,32,32,3,pipeline\RAW\hunt_unit_database\2024\pdf\regulation\2024_biggameapp.pdf,pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. BIG GAME DRAW RESULTS.pdf;pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. ELK DRAW RESULTS.pdf,Present as scorable canonical yearly draw-result truth.,2024,2025,YES,ACTIVE_YEAR_CANONICAL_TRUTH,SCORABLE_OR_REFERENCE_BY_CANONICAL_RECORD_TYPE,NO,NO,NO,LOCKED_2024_UNTIL_NEXT_YEAR_DATA_ADDED,Same-year yearly canonical confirms this hunt code; long-file presence is reconciled separately.
EB3117,634,canonical_yearly.boundary_id,MODEL_WORKBOOK_2024_PERMITS_2025_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Panguitch Lake,Elk,Bull,Limited Entry,Multi-season,EB,YES,YES,YES,YES,YES,YES,32,32,3,pipeline\RAW\hunt_unit_database\2024\pdf\regulation\2024_biggameapp.pdf,pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. BIG GAME DRAW RESULTS.pdf;pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. ELK DRAW RESULTS.pdf,Present as scorable canonical yearly draw-result truth.,2024,2025,YES,ACTIVE_YEAR_CANONICAL_TRUTH,SCORABLE_OR_REFERENCE_BY_CANONICAL_RECORD_TYPE,NO,NO,NO,LOCKED_2024_UNTIL_NEXT_YEAR_DATA_ADDED,Same-year yearly canonical confirms this hunt code; long-file presence is reconciled separately.
EB3120,175,canonical_yearly.boundary_id,MODEL_WORKBOOK_2024_PERMITS_2025_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Fishlake/Thousand Lakes,Elk,Bull,Limited Entry,Multi-season,EB,YES,YES,YES,YES,YES,YES,32,32,3,pipeline\RAW\hunt_unit_database\2024\pdf\regulation\2024_biggameapp.pdf,pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. BIG GAME DRAW RESULTS.pdf;pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. ELK DRAW RESULTS.pdf,Present as scorable canonical yearly draw-result truth.,2024,2025,YES,ACTIVE_YEAR_CANONICAL_TRUTH,SCORABLE_OR_REFERENCE_BY_CANONICAL_RECORD_TYPE,NO,NO,NO,LOCKED_2024_UNTIL_NEXT_YEAR_DATA_ADDED,Same-year yearly canonical confirms this hunt code; long-file presence is reconciled separately.
EB3121,183,canonical_yearly.boundary_id,MODEL_WORKBOOK_2024_PERMITS_2025_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,San Juan,Elk,Bull,Limited Entry,Multi-season,EB,YES,YES,YES,YES,YES,YES,32,32,3,pipeline\RAW\hunt_unit_database\2024\pdf\regulation\2024_biggameapp.pdf,pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. BIG GAME DRAW RESULTS.pdf;pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. ELK DRAW RESULTS.pdf,Present as scorable canonical yearly draw-result truth.,2024,2025,YES,ACTIVE_YEAR_CANONICAL_TRUTH,SCORABLE_OR_REFERENCE_BY_CANONICAL_RECORD_TYPE,NO,NO,NO,LOCKED_2024_UNTIL_NEXT_YEAR_DATA_ADDED,Same-year yearly canonical confirms this hunt code; long-file presence is reconciled separately.
EB3122,206,canonical_yearly.boundary_id,MODEL_WORKBOOK_2024_PERMITS_2025_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Diamond Mtn,Elk,Bull,Limited Entry,Multi-season,EB,YES,YES,YES,YES,YES,YES,32,32,3,pipeline\RAW\hunt_unit_database\2024\pdf\regulation\2024_biggameapp.pdf,pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. BIG GAME DRAW RESULTS.pdf;pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. ELK DRAW RESULTS.pdf,Present as scorable canonical yearly draw-result truth.,2024,2025,YES,ACTIVE_YEAR_CANONICAL_TRUTH,SCORABLE_OR_REFERENCE_BY_CANONICAL_RECORD_TYPE,NO,NO,NO,LOCKED_2024_UNTIL_NEXT_YEAR_DATA_ADDED,Same-year yearly canonical confirms this hunt code; long-file presence is reconciled separately.
EB3124,222,canonical_yearly.boundary_id,MODEL_WORKBOOK_2024_PERMITS_2025_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Wasatch Mtns,Elk,Bull,Limited Entry,Multi-season,EB,YES,YES,YES,YES,YES,YES,32,32,3,pipeline\RAW\hunt_unit_database\2024\pdf\regulation\2024_biggameapp.pdf,pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. BIG GAME DRAW RESULTS.pdf;pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. ELK DRAW RESULTS.pdf,Present as scorable canonical yearly draw-result truth.,2024,2025,YES,ACTIVE_YEAR_CANONICAL_TRUTH,SCORABLE_OR_REFERENCE_BY_CANONICAL_RECORD_TYPE,NO,NO,NO,LOCKED_2024_UNTIL_NEXT_YEAR_DATA_ADDED,Same-year yearly canonical confirms this hunt code; long-file presence is reconciled separately.
EB3126,51,canonical_yearly.boundary_id,MODEL_WORKBOOK_2024_PERMITS_2025_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Manti,Elk,Bull,Limited Entry,Any Legal Weapon,EB,YES,YES,YES,YES,YES,YES,32,32,3,pipeline\RAW\hunt_unit_database\2024\pdf\regulation\2024_biggameapp.pdf,pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. BIG GAME DRAW RESULTS.pdf;pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. ELK DRAW RESULTS.pdf,Present as scorable canonical yearly draw-result truth.,2024,2025,YES,ACTIVE_YEAR_CANONICAL_TRUTH,SCORABLE_OR_REFERENCE_BY_CANONICAL_RECORD_TYPE,NO,NO,NO,LOCKED_2024_UNTIL_NEXT_YEAR_DATA_ADDED,Same-year yearly canonical confirms this hunt code; long-file presence is reconciled separately.
EB3127,222,canonical_yearly.boundary_id,MODEL_WORKBOOK_2024_PERMITS_2025_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Wasatch Mtns,Elk,Bull,Limited Entry,Any Legal Weapon,EB,YES,YES,YES,YES,YES,YES,32,32,3,pipeline\RAW\hunt_unit_database\2024\pdf\regulation\2024_biggameapp.pdf,pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. BIG GAME DRAW RESULTS.pdf;pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. ELK DRAW RESULTS.pdf,Present as scorable canonical yearly draw-result truth.,2024,2025,YES,ACTIVE_YEAR_CANONICAL_TRUTH,SCORABLE_OR_REFERENCE_BY_CANONICAL_RECORD_TYPE,NO,NO,NO,LOCKED_2024_UNTIL_NEXT_YEAR_DATA_ADDED,Same-year yearly canonical confirms this hunt code; long-file presence is reconciled separately.
EB3130,682,canonical_yearly.boundary_id,MODEL_WORKBOOK_2024_PERMITS_2025_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,"Box Elder, Pilot Mtn",Elk,Bull,Limited Entry,Archery,EB,YES,YES,YES,YES,YES,YES,32,32,3,pipeline\RAW\hunt_unit_database\2024\pdf\regulation\2024_biggameapp.pdf,pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. BIG GAME DRAW RESULTS.pdf;pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. ELK DRAW RESULTS.pdf,Present as scorable canonical yearly draw-result truth.,2024,2025,YES,ACTIVE_YEAR_CANONICAL_TRUTH,SCORABLE_OR_REFERENCE_BY_CANONICAL_RECORD_TYPE,NO,NO,NO,LOCKED_2024_UNTIL_NEXT_YEAR_DATA_ADDED,Same-year yearly canonical confirms this hunt code; long-file presence is reconciled separately.
EB3132,36,canonical_yearly.boundary_id,MODEL_WORKBOOK_2024_PERMITS_2025_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,"Cache, North",Elk,Bull,Limited Entry,Archery,EB,YES,YES,YES,YES,YES,YES,32,32,3,pipeline\RAW\hunt_unit_database\2024\pdf\regulation\2024_biggameapp.pdf,pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. BIG GAME DRAW RESULTS.pdf;pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. ELK DRAW RESULTS.pdf,Present as scorable canonical yearly draw-result truth.,2024,2025,YES,ACTIVE_YEAR_CANONICAL_TRUTH,SCORABLE_OR_REFERENCE_BY_CANONICAL_RECORD_TYPE,NO,NO,NO,LOCKED_2024_UNTIL_NEXT_YEAR_DATA_ADDED,Same-year yearly canonical confirms this hunt code; long-file presence is reconciled separately.
EB3135,869,canonical_yearly.boundary_id,MODEL_WORKBOOK_2024_PERMITS_2025_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Barney Top/Kaiparowits,Elk,Bull,Limited Entry,Archery,EB,YES,YES,YES,YES,YES,YES,32,32,3,pipeline\RAW\hunt_unit_database\2024\pdf\regulation\2024_biggameapp.pdf,pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. BIG GAME DRAW RESULTS.pdf;pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. ELK DRAW RESULTS.pdf,Present as scorable canonical yearly draw-result truth.,2024,2025,YES,ACTIVE_YEAR_CANONICAL_TRUTH,SCORABLE_OR_REFERENCE_BY_CANONICAL_RECORD_TYPE,NO,NO,NO,LOCKED_2024_UNTIL_NEXT_YEAR_DATA_ADDED,Same-year yearly canonical confirms this hunt code; long-file presence is reconciled separately.
EB3136,871,canonical_yearly.boundary_id,MODEL_WORKBOOK_2024_PERMITS_2025_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,"Southwest Desert, North",Elk,Bull,Limited Entry,Archery,EB,YES,YES,YES,YES,YES,YES,32,32,3,pipeline\RAW\hunt_unit_database\2024\pdf\regulation\2024_biggameapp.pdf,pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. BIG GAME DRAW RESULTS.pdf;pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. ELK DRAW RESULTS.pdf,Present as scorable canonical yearly draw-result truth.,2024,2025,YES,ACTIVE_YEAR_CANONICAL_TRUTH,SCORABLE_OR_REFERENCE_BY_CANONICAL_RECORD_TYPE,NO,NO,NO,LOCKED_2024_UNTIL_NEXT_YEAR_DATA_ADDED,Same-year yearly canonical confirms this hunt code; long-file presence is reconciled separately.
EB3137,241,canonical_yearly.boundary_id,MODEL_WORKBOOK_2024_PERMITS_2025_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,"West Desert, Deep Creek",Elk,Bull,Limited Entry,Archery,EB,YES,YES,YES,YES,YES,YES,32,32,3,pipeline\RAW\hunt_unit_database\2024\pdf\regulation\2024_biggameapp.pdf,pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. BIG GAME DRAW RESULTS.pdf;pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. ELK DRAW RESULTS.pdf,Present as scorable canonical yearly draw-result truth.,2024,2025,YES,ACTIVE_YEAR_CANONICAL_TRUTH,SCORABLE_OR_REFERENCE_BY_CANONICAL_RECORD_TYPE,NO,NO,NO,LOCKED_2024_UNTIL_NEXT_YEAR_DATA_ADDED,Same-year yearly canonical confirms this hunt code; long-file presence is reconciled separately.
EB3139,36,canonical_yearly.boundary_id,MODEL_WORKBOOK_2024_PERMITS_2025_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,"Cache, North",Elk,Bull,Limited Entry,HAMMS,EB,YES,YES,YES,YES,YES,YES,32,32,3,pipeline\RAW\hunt_unit_database\2024\pdf\regulation\2024_biggameapp.pdf,pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. BIG GAME DRAW RESULTS.pdf;pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. ELK DRAW RESULTS.pdf,Present as scorable canonical yearly draw-result truth.,2024,2025,YES,ACTIVE_YEAR_CANONICAL_TRUTH,SCORABLE_OR_REFERENCE_BY_CANONICAL_RECORD_TYPE,NO,NO,NO,LOCKED_2024_UNTIL_NEXT_YEAR_DATA_ADDED,Same-year yearly canonical confirms this hunt code; long-file presence is reconciled separately.
EB3142,869,canonical_yearly.boundary_id,MODEL_WORKBOOK_2024_PERMITS_2025_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Barney Top/Kaiparowits,Elk,Bull,Limited Entry,HAMMS,EB,YES,YES,YES,YES,YES,YES,32,32,3,pipeline\RAW\hunt_unit_database\2024\pdf\regulation\2024_biggameapp.pdf,pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. BIG GAME DRAW RESULTS.pdf;pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. ELK DRAW RESULTS.pdf,Present as scorable canonical yearly draw-result truth.,2024,2025,YES,ACTIVE_YEAR_CANONICAL_TRUTH,SCORABLE_OR_REFERENCE_BY_CANONICAL_RECORD_TYPE,NO,NO,NO,LOCKED_2024_UNTIL_NEXT_YEAR_DATA_ADDED,Same-year yearly canonical confirms this hunt code; long-file presence is reconciled separately.
EB3143,871,canonical_yearly.boundary_id,MODEL_WORKBOOK_2024_PERMITS_2025_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,"Southwest Desert, North",Elk,Bull,Limited Entry,HAMMS,EB,YES,YES,YES,YES,YES,YES,32,32,3,pipeline\RAW\hunt_unit_database\2024\pdf\regulation\2024_biggameapp.pdf,pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. BIG GAME DRAW RESULTS.pdf;pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. ELK DRAW RESULTS.pdf,Present as scorable canonical yearly draw-result truth.,2024,2025,YES,ACTIVE_YEAR_CANONICAL_TRUTH,SCORABLE_OR_REFERENCE_BY_CANONICAL_RECORD_TYPE,NO,NO,NO,LOCKED_2024_UNTIL_NEXT_YEAR_DATA_ADDED,Same-year yearly canonical confirms this hunt code; long-file presence is reconciled separately.
