row_number,hunt_code,hunt_name,boundary_id
13987,DB1515,Oquirrh-stansbury,622
13988,DB1515,Oquirrh-stansbury,622
13989,DB1515,Oquirrh-stansbury,622
13990,DB1515,Oquirrh-stansbury,622
13991,DB1515,Oquirrh-stansbury,622
13992,DB1515,Oquirrh-stansbury,622
13993,DB1515,Oquirrh-stansbury,622
13994,DB1515,Oquirrh-stansbury,622
13995,DB1515,Oquirrh-stansbury,622
13996,DB1515,Oquirrh-stansbury,622
13997,DB1515,Oquirrh-stansbury,622
13998,DB1515,Oquirrh-stansbury,622
13999,DB1515,Oquirrh-stansbury,622
14000,DB1515,Oquirrh-stansbury,622
14001,DB1515,Oquirrh-stansbury,622
14002,DB1515,Oquirrh-stansbury,622
14003,DB1515,Oquirrh-stansbury,622
14096,DB1500,Beaver,628
14097,DB1500,Beaver,628
14098,DB1500,Beaver,628
14099,DB1500,Beaver,628
14100,DB1500,Beaver,628
14101,DB1500,Beaver,628
14102,DB1500,Beaver,628
14103,DB1500,Beaver,628
14104,DB1500,Beaver,628
14105,DB1500,Beaver,628
14106,DB1500,Beaver,628
14107,DB1500,Beaver,628
14108,DB1500,Beaver,628
14109,DB1500,Beaver,628
14110,DB1500,Beaver,628
14111,DB1500,Beaver,628
14112,DB1500,Beaver,628
14113,DB1500,Beaver,628
14114,DB1500,Beaver,628
14115,DB1500,Beaver,628
14116,DB1500,Beaver,628
14117,DB1500,Beaver,628
14118,DB1500,Beaver,628
14119,DB1520,Thousand Lakes,632
14120,DB1520,Thousand Lakes,632
14121,DB1520,Thousand Lakes,632
14122,DB1520,Thousand Lakes,632
14123,DB1520,Thousand Lakes,632
14124,DB1520,Thousand Lakes,632
14125,DB1520,Thousand Lakes,632
14126,DB1520,Thousand Lakes,632
14127,DB1520,Thousand Lakes,632
14128,DB1520,Thousand Lakes,632
14129,DB1520,Thousand Lakes,632
14130,DB1520,Thousand Lakes,632
14131,DB1520,Thousand Lakes,632
14132,DB1520,Thousand Lakes,632
14133,DB1520,Thousand Lakes,632
14134,DB1520,Thousand Lakes,632
14135,DB1520,Thousand Lakes,632
14136,DB1520,Thousand Lakes,632
14137,DB1520,Thousand Lakes,632
14138,DB1520,Thousand Lakes,632
14139,DB1520,Thousand Lakes,632
14140,DB1520,Thousand Lakes,632
14141,DB1520,Thousand Lakes,632
14280,DB1527,"West Desert, Tintic",624
14281,DB1527,"West Desert, Tintic",624
14282,DB1527,"West Desert, Tintic",624
14283,DB1527,"West Desert, Tintic",624
14284,DB1527,"West Desert, Tintic",624
14285,DB1527,"West Desert, Tintic",624
14286,DB1527,"West Desert, Tintic",624
14287,DB1527,"West Desert, Tintic",624
14288,DB1527,"West Desert, Tintic",624
14289,DB1527,"West Desert, Tintic",624
14290,DB1527,"West Desert, Tintic",624
14291,DB1527,"West Desert, Tintic",624
14292,DB1527,"West Desert, Tintic",624
14293,DB1527,"West Desert, Tintic",624
14294,DB1527,"West Desert, Tintic",624
14295,DB1527,"West Desert, Tintic",624
14296,DB1527,"West Desert, Tintic",624
14297,DB1527,"West Desert, Tintic",624
14298,DB1527,"West Desert, Tintic",624
14299,DB1527,"West Desert, Tintic",624
14300,DB1527,"West Desert, Tintic",624
14301,DB1527,"West Desert, Tintic",624
14302,DB1527,"West Desert, Tintic",624
14303,DB1528,"West Desert, West",623
14304,DB1528,"West Desert, West",623
14305,DB1528,"West Desert, West",623
14306,DB1528,"West Desert, West",623
14307,DB1528,"West Desert, West",623
14308,DB1528,"West Desert, West",623
14309,DB1528,"West Desert, West",623
14310,DB1528,"West Desert, West",623
14311,DB1528,"West Desert, West",623
14312,DB1528,"West Desert, West",623
14313,DB1528,"West Desert, West",623
14314,DB1528,"West Desert, West",623
14315,DB1528,"West Desert, West",623
14316,DB1528,"West Desert, West",623
14317,DB1528,"West Desert, West",623
14318,DB1528,"West Desert, West",623
14319,DB1528,"West Desert, West",623
14320,DB1528,"West Desert, West",623
14321,DB1528,"West Desert, West",623
14322,DB1528,"West Desert, West",623
14323,DB1528,"West Desert, West",623
14324,DB1528,"West Desert, West",623
14325,DB1528,"West Desert, West",623
14372,DB1530,Beaver,628
14373,DB1530,Beaver,628
14374,DB1530,Beaver,628
14375,DB1530,Beaver,628
14376,DB1530,Beaver,628
14377,DB1530,Beaver,628
14378,DB1530,Beaver,628
14379,DB1530,Beaver,628
14380,DB1530,Beaver,628
14381,DB1530,Beaver,628
14382,DB1530,Beaver,628
14383,DB1530,Beaver,628
14384,DB1530,Beaver,628
14385,DB1530,Beaver,628
14386,DB1530,Beaver,628
14387,DB1530,Beaver,628
14388,DB1530,Beaver,628
14389,DB1530,Beaver,628
14390,DB1530,Beaver,628
14391,DB1530,Beaver,628
14392,DB1530,Beaver,628
14393,DB1530,Beaver,628
14394,DB1530,Beaver,628
14418,DB1532,Cache,29
14419,DB1532,Cache,29
14420,DB1532,Cache,29
14421,DB1532,Cache,29
14422,DB1532,Cache,29
14423,DB1532,Cache,29
14424,DB1532,Cache,29
14425,DB1532,Cache,29
14426,DB1532,Cache,29
14427,DB1532,Cache,29
14428,DB1532,Cache,29
14429,DB1532,Cache,29
14430,DB1532,Cache,29
14431,DB1532,Cache,29
14432,DB1532,Cache,29
14433,DB1532,Cache,29
14434,DB1532,Cache,29
14435,DB1532,Cache,29
14436,DB1532,Cache,29
14437,DB1532,Cache,29
14438,DB1532,Cache,29
14439,DB1532,Cache,29
14440,DB1532,Cache,29
14694,DB1545,Oquirrh-stansbury,622
14695,DB1545,Oquirrh-stansbury,622
14696,DB1545,Oquirrh-stansbury,622
14697,DB1545,Oquirrh-stansbury,622
14698,DB1545,Oquirrh-stansbury,622
14699,DB1545,Oquirrh-stansbury,622
14700,DB1545,Oquirrh-stansbury,622
14701,DB1545,Oquirrh-stansbury,622
14702,DB1545,Oquirrh-stansbury,622
14703,DB1545,Oquirrh-stansbury,622
14704,DB1545,Oquirrh-stansbury,622
14705,DB1545,Oquirrh-stansbury,622
14706,DB1545,Oquirrh-stansbury,622
14707,DB1545,Oquirrh-stansbury,622
14708,DB1545,Oquirrh-stansbury,622
14709,DB1545,Oquirrh-stansbury,622
14710,DB1545,Oquirrh-stansbury,622
14711,DB1545,Oquirrh-stansbury,622
14712,DB1545,Oquirrh-stansbury,622
14713,DB1545,Oquirrh-stansbury,622
14714,DB1545,Oquirrh-stansbury,622
14715,DB1545,Oquirrh-stansbury,622
14716,DB1545,Oquirrh-stansbury,622
14763,DB1548,Boulder/kaiparowits,455
14764,DB1548,Boulder/kaiparowits,455
14765,DB1548,Boulder/kaiparowits,455
14766,DB1548,Boulder/kaiparowits,455
14767,DB1548,Boulder/kaiparowits,455
14768,DB1548,Boulder/kaiparowits,455
14769,DB1548,Boulder/kaiparowits,455
14770,DB1548,Boulder/kaiparowits,455
14771,DB1548,Boulder/kaiparowits,455
14772,DB1548,Boulder/kaiparowits,455
14773,DB1548,Boulder/kaiparowits,455
14774,DB1548,Boulder/kaiparowits,455
14775,DB1548,Boulder/kaiparowits,455
14776,DB1548,Boulder/kaiparowits,455
14777,DB1548,Boulder/kaiparowits,455
14778,DB1548,Boulder/kaiparowits,455
14779,DB1548,Boulder/kaiparowits,455
14780,DB1548,Boulder/kaiparowits,455
14781,DB1548,Boulder/kaiparowits,455
14782,DB1548,Boulder/kaiparowits,455
14783,DB1548,Boulder/kaiparowits,455
14784,DB1548,Boulder/kaiparowits,455
14785,DB1548,Boulder/kaiparowits,455
14809,DB1550,Thousand Lakes,632
14810,DB1550,Thousand Lakes,632
14811,DB1550,Thousand Lakes,632
14812,DB1550,Thousand Lakes,632
14813,DB1550,Thousand Lakes,632
14814,DB1550,Thousand Lakes,632
14815,DB1550,Thousand Lakes,632
14816,DB1550,Thousand Lakes,632
14817,DB1550,Thousand Lakes,632
14818,DB1550,Thousand Lakes,632
14819,DB1550,Thousand Lakes,632
14820,DB1550,Thousand Lakes,632
14821,DB1550,Thousand Lakes,632
14822,DB1550,Thousand Lakes,632
14823,DB1550,Thousand Lakes,632
14824,DB1550,Thousand Lakes,632
14825,DB1550,Thousand Lakes,632
14826,DB1550,Thousand Lakes,632
14827,DB1550,Thousand Lakes,632
14828,DB1550,Thousand Lakes,632
14829,DB1550,Thousand Lakes,632
14830,DB1550,Thousand Lakes,632
14831,DB1550,Thousand Lakes,632
14993,DB1557,"West Desert, Tintic",624
14994,DB1557,"West Desert, Tintic",624
14995,DB1557,"West Desert, Tintic",624
14996,DB1557,"West Desert, Tintic",624
14997,DB1557,"West Desert, Tintic",624
14998,DB1557,"West Desert, Tintic",624
14999,DB1557,"West Desert, Tintic",624
15000,DB1557,"West Desert, Tintic",624
15001,DB1557,"West Desert, Tintic",624
15002,DB1557,"West Desert, Tintic",624
15003,DB1557,"West Desert, Tintic",624
15004,DB1557,"West Desert, Tintic",624
15005,DB1557,"West Desert, Tintic",624
15006,DB1557,"West Desert, Tintic",624
15007,DB1557,"West Desert, Tintic",624
15008,DB1557,"West Desert, Tintic",624
15009,DB1557,"West Desert, Tintic",624
15010,DB1557,"West Desert, Tintic",624
15011,DB1557,"West Desert, Tintic",624
15012,DB1557,"West Desert, Tintic",624
15013,DB1557,"West Desert, Tintic",624
15014,DB1557,"West Desert, Tintic",624
15015,DB1557,"West Desert, Tintic",624
15016,DB1558,"West Desert, West",623
15017,DB1558,"West Desert, West",623
15018,DB1558,"West Desert, West",623
15019,DB1558,"West Desert, West",623
15020,DB1558,"West Desert, West",623
15021,DB1558,"West Desert, West",623
15022,DB1558,"West Desert, West",623
15023,DB1558,"West Desert, West",623
15024,DB1558,"West Desert, West",623
15025,DB1558,"West Desert, West",623
15026,DB1558,"West Desert, West",623
15027,DB1558,"West Desert, West",623
15028,DB1558,"West Desert, West",623
15029,DB1558,"West Desert, West",623
15030,DB1558,"West Desert, West",623
15031,DB1558,"West Desert, West",623
15032,DB1558,"West Desert, West",623
15033,DB1558,"West Desert, West",623
15034,DB1558,"West Desert, West",623
15035,DB1558,"West Desert, West",623
15036,DB1558,"West Desert, West",623
15037,DB1558,"West Desert, West",623
15038,DB1558,"West Desert, West",623
15062,DB1560,Beaver,628
15063,DB1560,Beaver,628
15064,DB1560,Beaver,628
15065,DB1560,Beaver,628
15066,DB1560,Beaver,628
15067,DB1560,Beaver,628
15068,DB1560,Beaver,628
15069,DB1560,Beaver,628
15070,DB1560,Beaver,628
15071,DB1560,Beaver,628
15072,DB1560,Beaver,628
15073,DB1560,Beaver,628
15074,DB1560,Beaver,628
15075,DB1560,Beaver,628
15076,DB1560,Beaver,628
15077,DB1560,Beaver,628
15078,DB1560,Beaver,628
15079,DB1560,Beaver,628
15080,DB1560,Beaver,628
15081,DB1560,Beaver,628
15082,DB1560,Beaver,628
15083,DB1560,Beaver,628
15084,DB1560,Beaver,628
15131,DB1562,Cache,29
15132,DB1562,Cache,29
15133,DB1562,Cache,29
15134,DB1562,Cache,29
15135,DB1562,Cache,29
15136,DB1562,Cache,29
15137,DB1562,Cache,29
15138,DB1562,Cache,29
15139,DB1562,Cache,29
15140,DB1562,Cache,29
15141,DB1562,Cache,29
15142,DB1562,Cache,29
15143,DB1562,Cache,29
15144,DB1562,Cache,29
15145,DB1562,Cache,29
15146,DB1562,Cache,29
15147,DB1562,Cache,29
15148,DB1562,Cache,29
15149,DB1562,Cache,29
15150,DB1562,Cache,29
15151,DB1562,Cache,29
15152,DB1562,Cache,29
15153,DB1562,Cache,29
15407,DB1575,Oquirrh-stansbury,622
15408,DB1575,Oquirrh-stansbury,622
15409,DB1575,Oquirrh-stansbury,622
15410,DB1575,Oquirrh-stansbury,622
15411,DB1575,Oquirrh-stansbury,622
15412,DB1575,Oquirrh-stansbury,622
15413,DB1575,Oquirrh-stansbury,622
15414,DB1575,Oquirrh-stansbury,622
15415,DB1575,Oquirrh-stansbury,622
15416,DB1575,Oquirrh-stansbury,622
15417,DB1575,Oquirrh-stansbury,622
15418,DB1575,Oquirrh-stansbury,622
15419,DB1575,Oquirrh-stansbury,622
15420,DB1575,Oquirrh-stansbury,622
15421,DB1575,Oquirrh-stansbury,622
15422,DB1575,Oquirrh-stansbury,622
15423,DB1575,Oquirrh-stansbury,622
15424,DB1575,Oquirrh-stansbury,622
15425,DB1575,Oquirrh-stansbury,622
15426,DB1575,Oquirrh-stansbury,622
15427,DB1575,Oquirrh-stansbury,622
15428,DB1575,Oquirrh-stansbury,622
15429,DB1575,Oquirrh-stansbury,622
15476,DB1578,Boulder/kaiparowits,455
15477,DB1578,Boulder/kaiparowits,455
15478,DB1578,Boulder/kaiparowits,455
15479,DB1578,Boulder/kaiparowits,455
15480,DB1578,Boulder/kaiparowits,455
15481,DB1578,Boulder/kaiparowits,455
15482,DB1578,Boulder/kaiparowits,455
15483,DB1578,Boulder/kaiparowits,455
15484,DB1578,Boulder/kaiparowits,455
15485,DB1578,Boulder/kaiparowits,455
15486,DB1578,Boulder/kaiparowits,455
15487,DB1578,Boulder/kaiparowits,455
15488,DB1578,Boulder/kaiparowits,455
15489,DB1578,Boulder/kaiparowits,455
15490,DB1578,Boulder/kaiparowits,455
15491,DB1578,Boulder/kaiparowits,455
15492,DB1578,Boulder/kaiparowits,455
15493,DB1578,Boulder/kaiparowits,455
15494,DB1578,Boulder/kaiparowits,455
15495,DB1578,Boulder/kaiparowits,455
15496,DB1578,Boulder/kaiparowits,455
15497,DB1578,Boulder/kaiparowits,455
15498,DB1578,Boulder/kaiparowits,455
15522,DB1580,Thousand Lakes,632
15523,DB1580,Thousand Lakes,632
15524,DB1580,Thousand Lakes,632
15525,DB1580,Thousand Lakes,632
15526,DB1580,Thousand Lakes,632
15527,DB1580,Thousand Lakes,632
15528,DB1580,Thousand Lakes,632
15529,DB1580,Thousand Lakes,632
15530,DB1580,Thousand Lakes,632
15531,DB1580,Thousand Lakes,632
15532,DB1580,Thousand Lakes,632
15533,DB1580,Thousand Lakes,632
15534,DB1580,Thousand Lakes,632
15535,DB1580,Thousand Lakes,632
15536,DB1580,Thousand Lakes,632
15537,DB1580,Thousand Lakes,632
15538,DB1580,Thousand Lakes,632
15539,DB1580,Thousand Lakes,632
15540,DB1580,Thousand Lakes,632
15541,DB1580,Thousand Lakes,632
15542,DB1580,Thousand Lakes,632
15543,DB1580,Thousand Lakes,632
15544,DB1580,Thousand Lakes,632
15706,DB1587,"West Desert, Tintic",624
15707,DB1587,"West Desert, Tintic",624
15708,DB1587,"West Desert, Tintic",624
15709,DB1587,"West Desert, Tintic",624
15710,DB1587,"West Desert, Tintic",624
15711,DB1587,"West Desert, Tintic",624
15712,DB1587,"West Desert, Tintic",624
15713,DB1587,"West Desert, Tintic",624
15714,DB1587,"West Desert, Tintic",624
15715,DB1587,"West Desert, Tintic",624
15716,DB1587,"West Desert, Tintic",624
15717,DB1587,"West Desert, Tintic",624
15718,DB1587,"West Desert, Tintic",624
15719,DB1587,"West Desert, Tintic",624
15720,DB1587,"West Desert, Tintic",624
15721,DB1587,"West Desert, Tintic",624
15722,DB1587,"West Desert, Tintic",624
15723,DB1587,"West Desert, Tintic",624
15724,DB1587,"West Desert, Tintic",624
15725,DB1587,"West Desert, Tintic",624
15726,DB1587,"West Desert, Tintic",624
15727,DB1587,"West Desert, Tintic",624
15728,DB1587,"West Desert, Tintic",624
15729,DB1588,"West Desert, West",623
15730,DB1588,"West Desert, West",623
15731,DB1588,"West Desert, West",623
15732,DB1588,"West Desert, West",623
15733,DB1588,"West Desert, West",623
15734,DB1588,"West Desert, West",623
15735,DB1588,"West Desert, West",623
15736,DB1588,"West Desert, West",623
15737,DB1588,"West Desert, West",623
15738,DB1588,"West Desert, West",623
15739,DB1588,"West Desert, West",623
15740,DB1588,"West Desert, West",623
15741,DB1588,"West Desert, West",623
15742,DB1588,"West Desert, West",623
15743,DB1588,"West Desert, West",623
15744,DB1588,"West Desert, West",623
15745,DB1588,"West Desert, West",623
15746,DB1588,"West Desert, West",623
15747,DB1588,"West Desert, West",623
15748,DB1588,"West Desert, West",623
15749,DB1588,"West Desert, West",623
15750,DB1588,"West Desert, West",623
15751,DB1588,"West Desert, West",623
16351,DB1515,Oquirrh-stansbury,622
16352,DB1515,Oquirrh-stansbury,622
16353,DB1515,Oquirrh-stansbury,622
16354,DB1515,Oquirrh-stansbury,622
16355,DB1515,Oquirrh-stansbury,622
16356,DB1515,Oquirrh-stansbury,622
16357,DB1515,Oquirrh-stansbury,622
16358,DB1515,Oquirrh-stansbury,622
16359,DB1515,Oquirrh-stansbury,622
16360,DB1515,Oquirrh-stansbury,622
16361,DB1515,Oquirrh-stansbury,622
16362,DB1515,Oquirrh-stansbury,622
16363,DB1515,Oquirrh-stansbury,622
16364,DB1515,Oquirrh-stansbury,622
16365,DB1515,Oquirrh-stansbury,622
16366,DB1515,Oquirrh-stansbury,622
16367,DB1515,Oquirrh-stansbury,622
16368,DB1515,Oquirrh-stansbury,622
16369,DB1515,Oquirrh-stansbury,622
16370,DB1515,Oquirrh-stansbury,622
16371,DB1515,Oquirrh-stansbury,622
16456,DB1500,Beaver,628
16457,DB1500,Beaver,628
16458,DB1500,Beaver,628
16459,DB1500,Beaver,628
16460,DB1500,Beaver,628
16461,DB1500,Beaver,628
16462,DB1500,Beaver,628
16463,DB1500,Beaver,628
16464,DB1500,Beaver,628
16465,DB1500,Beaver,628
16466,DB1500,Beaver,628
16467,DB1500,Beaver,628
16468,DB1500,Beaver,628
16469,DB1500,Beaver,628
16470,DB1500,Beaver,628
16471,DB1500,Beaver,628
16472,DB1500,Beaver,628
16473,DB1500,Beaver,628
16474,DB1500,Beaver,628
16475,DB1500,Beaver,628
16476,DB1500,Beaver,628
16477,DB1520,Thousand Lakes,632
16478,DB1520,Thousand Lakes,632
16479,DB1520,Thousand Lakes,632
16480,DB1520,Thousand Lakes,632
16481,DB1520,Thousand Lakes,632
16482,DB1520,Thousand Lakes,632
16483,DB1520,Thousand Lakes,632
16484,DB1520,Thousand Lakes,632
16485,DB1520,Thousand Lakes,632
16486,DB1520,Thousand Lakes,632
16487,DB1520,Thousand Lakes,632
16488,DB1520,Thousand Lakes,632
16489,DB1520,Thousand Lakes,632
16490,DB1520,Thousand Lakes,632
16491,DB1520,Thousand Lakes,632
16492,DB1520,Thousand Lakes,632
16493,DB1520,Thousand Lakes,632
16494,DB1520,Thousand Lakes,632
16495,DB1520,Thousand Lakes,632
16496,DB1520,Thousand Lakes,632
16497,DB1520,Thousand Lakes,632
16624,DB1527,"West Desert, Tintic",624
16625,DB1527,"West Desert, Tintic",624
16626,DB1527,"West Desert, Tintic",624
16627,DB1527,"West Desert, Tintic",624
16628,DB1527,"West Desert, Tintic",624
16629,DB1527,"West Desert, Tintic",624
16630,DB1527,"West Desert, Tintic",624
16631,DB1527,"West Desert, Tintic",624
16632,DB1527,"West Desert, Tintic",624
16633,DB1527,"West Desert, Tintic",624
16634,DB1527,"West Desert, Tintic",624
16635,DB1527,"West Desert, Tintic",624
16636,DB1527,"West Desert, Tintic",624
16637,DB1527,"West Desert, Tintic",624
16638,DB1527,"West Desert, Tintic",624
16639,DB1527,"West Desert, Tintic",624
16640,DB1527,"West Desert, Tintic",624
16641,DB1527,"West Desert, Tintic",624
16642,DB1527,"West Desert, Tintic",624
16643,DB1527,"West Desert, Tintic",624
16644,DB1527,"West Desert, Tintic",624
16645,DB1528,"West Desert, West",623
16646,DB1528,"West Desert, West",623
16647,DB1528,"West Desert, West",623
16648,DB1528,"West Desert, West",623
16649,DB1528,"West Desert, West",623
16650,DB1528,"West Desert, West",623
16651,DB1528,"West Desert, West",623
16652,DB1528,"West Desert, West",623
16653,DB1528,"West Desert, West",623
16654,DB1528,"West Desert, West",623
16655,DB1528,"West Desert, West",623
16656,DB1528,"West Desert, West",623
16657,DB1528,"West Desert, West",623
16658,DB1528,"West Desert, West",623
16659,DB1528,"West Desert, West",623
16660,DB1528,"West Desert, West",623
16661,DB1528,"West Desert, West",623
16662,DB1528,"West Desert, West",623
16663,DB1528,"West Desert, West",623
16664,DB1528,"West Desert, West",623
16665,DB1528,"West Desert, West",623
16708,DB1530,Beaver,628
16709,DB1530,Beaver,628
16710,DB1530,Beaver,628
16711,DB1530,Beaver,628
16712,DB1530,Beaver,628
16713,DB1530,Beaver,628
16714,DB1530,Beaver,628
16715,DB1530,Beaver,628
16716,DB1530,Beaver,628
16717,DB1530,Beaver,628
16718,DB1530,Beaver,628
16719,DB1530,Beaver,628
16720,DB1530,Beaver,628
16721,DB1530,Beaver,628
16722,DB1530,Beaver,628
16723,DB1530,Beaver,628
16724,DB1530,Beaver,628
16725,DB1530,Beaver,628
16726,DB1530,Beaver,628
16727,DB1530,Beaver,628
16728,DB1530,Beaver,628
16750,DB1532,Cache,29
16751,DB1532,Cache,29
16752,DB1532,Cache,29
16753,DB1532,Cache,29
16754,DB1532,Cache,29
16755,DB1532,Cache,29
16756,DB1532,Cache,29
16757,DB1532,Cache,29
16758,DB1532,Cache,29
16759,DB1532,Cache,29
16760,DB1532,Cache,29
16761,DB1532,Cache,29
16762,DB1532,Cache,29
16763,DB1532,Cache,29
16764,DB1532,Cache,29
16765,DB1532,Cache,29
16766,DB1532,Cache,29
16767,DB1532,Cache,29
16768,DB1532,Cache,29
16769,DB1532,Cache,29
16770,DB1532,Cache,29
17002,DB1545,Oquirrh-stansbury,622
17003,DB1545,Oquirrh-stansbury,622
17004,DB1545,Oquirrh-stansbury,622
17005,DB1545,Oquirrh-stansbury,622
17006,DB1545,Oquirrh-stansbury,622
17007,DB1545,Oquirrh-stansbury,622
17008,DB1545,Oquirrh-stansbury,622
17009,DB1545,Oquirrh-stansbury,622
17010,DB1545,Oquirrh-stansbury,622
17011,DB1545,Oquirrh-stansbury,622
17012,DB1545,Oquirrh-stansbury,622
17013,DB1545,Oquirrh-stansbury,622
17014,DB1545,Oquirrh-stansbury,622
17015,DB1545,Oquirrh-stansbury,622
17016,DB1545,Oquirrh-stansbury,622
17017,DB1545,Oquirrh-stansbury,622
17018,DB1545,Oquirrh-stansbury,622
17019,DB1545,Oquirrh-stansbury,622
17020,DB1545,Oquirrh-stansbury,622
17021,DB1545,Oquirrh-stansbury,622
17022,DB1545,Oquirrh-stansbury,622
17065,DB1548,Boulder/kaiparowits,455
17066,DB1548,Boulder/kaiparowits,455
17067,DB1548,Boulder/kaiparowits,455
17068,DB1548,Boulder/kaiparowits,455
17069,DB1548,Boulder/kaiparowits,455
17070,DB1548,Boulder/kaiparowits,455
17071,DB1548,Boulder/kaiparowits,455
17072,DB1548,Boulder/kaiparowits,455
17073,DB1548,Boulder/kaiparowits,455
17074,DB1548,Boulder/kaiparowits,455
17075,DB1548,Boulder/kaiparowits,455
17076,DB1548,Boulder/kaiparowits,455
17077,DB1548,Boulder/kaiparowits,455
17078,DB1548,Boulder/kaiparowits,455
17079,DB1548,Boulder/kaiparowits,455
17080,DB1548,Boulder/kaiparowits,455
17081,DB1548,Boulder/kaiparowits,455
17082,DB1548,Boulder/kaiparowits,455
17083,DB1548,Boulder/kaiparowits,455
17084,DB1548,Boulder/kaiparowits,455
17085,DB1548,Boulder/kaiparowits,455
17107,DB1550,Thousand Lakes,632
17108,DB1550,Thousand Lakes,632
17109,DB1550,Thousand Lakes,632
17110,DB1550,Thousand Lakes,632
17111,DB1550,Thousand Lakes,632
17112,DB1550,Thousand Lakes,632
17113,DB1550,Thousand Lakes,632
17114,DB1550,Thousand Lakes,632
17115,DB1550,Thousand Lakes,632
17116,DB1550,Thousand Lakes,632
17117,DB1550,Thousand Lakes,632
