report_year,draw_year,model_year,comparison_hunt_code,resolved_boundary_id,boundary_resolution_status,current_database_presence,current_database_hunt_name,current_database_species,current_database_boundary_id,display_boundary_id,hunt_boundary_crosswalk_id,split_index_boundary_id,direct_hunt_code_geojson,direct_boundary_id_geojson,source_family_values,source_files,year_document_status,notes
2020,2020,2021,BI6507,822,BOUNDARY_ID_FROM_RUNTIME_SOURCE_ONLY,MISSING_CURRENT_DATABASE,,,,,,822,true,false,LIMITED_ENTRY|ONCE_IN_A_LIFETIME,2020/.pdf/2020_PERMITS=2021_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|2020/.pdf/2020_PERMITS=2021_MODEL__O.I.L. BISON DRAW RESULTS.pdf|2020/.pdf/2020_PERMITS=2021_MODEL__O.I.L. DRAW RESULTS.pdf,OK,Independent BIBLE year-folder extraction; compare/crosswalk is downstream.
2020,2020,2021,BR7227,710,BOUNDARY_ID_FROM_RUNTIME_SOURCE_ONLY,MISSING_CURRENT_DATABASE,,,,,,710,true,false,BEAR,2020/.pdf/2020_PERMITS=2021_MODEL__BEAR DRAW RESULTS.pdf,OK,Independent BIBLE year-folder extraction; compare/crosswalk is downstream.
2020,2020,2021,BR7230,92,BOUNDARY_ID_FROM_RUNTIME_SOURCE_ONLY,MISSING_CURRENT_DATABASE,,,,,,92,true,false,BEAR,2020/.pdf/2020_PERMITS=2021_MODEL__BEAR DRAW RESULTS.pdf,OK,Independent BIBLE year-folder extraction; compare/crosswalk is downstream.
2020,2020,2021,BR7231,52,BOUNDARY_ID_FROM_RUNTIME_SOURCE_ONLY,MISSING_CURRENT_DATABASE,,,,,,52,true,false,BEAR,2020/.pdf/2020_PERMITS=2021_MODEL__BEAR DRAW RESULTS.pdf,OK,Independent BIBLE year-folder extraction; compare/crosswalk is downstream.
2020,2020,2021,BR7232,744,BOUNDARY_ID_FROM_RUNTIME_SOURCE_ONLY,MISSING_CURRENT_DATABASE,,,,,,744,true,false,BEAR,2020/.pdf/2020_PERMITS=2021_MODEL__BEAR DRAW RESULTS.pdf,OK,Independent BIBLE year-folder extraction; compare/crosswalk is downstream.
2020,2020,2021,BR7233,616,BOUNDARY_ID_FROM_RUNTIME_SOURCE_ONLY,MISSING_CURRENT_DATABASE,,,,,,616,true,false,BEAR,2020/.pdf/2020_PERMITS=2021_MODEL__BEAR DRAW RESULTS.pdf,OK,Independent BIBLE year-folder extraction; compare/crosswalk is downstream.
2020,2020,2021,BR7234,93,BOUNDARY_ID_FROM_RUNTIME_SOURCE_ONLY,MISSING_CURRENT_DATABASE,,,,,,93,true,false,BEAR,2020/.pdf/2020_PERMITS=2021_MODEL__BEAR DRAW RESULTS.pdf,OK,Independent BIBLE year-folder extraction; compare/crosswalk is downstream.
2020,2020,2021,BR7235,5139,BOUNDARY_ID_FROM_RUNTIME_SOURCE_ONLY,MISSING_CURRENT_DATABASE,,,,,,5139,true,false,BEAR,2020/.pdf/2020_PERMITS=2021_MODEL__BEAR DRAW RESULTS.pdf,OK,Independent BIBLE year-folder extraction; compare/crosswalk is downstream.
2020,2020,2021,BR7236,455,BOUNDARY_ID_FROM_RUNTIME_SOURCE_ONLY,MISSING_CURRENT_DATABASE,,,,,,455,true,false,BEAR,2020/.pdf/2020_PERMITS=2021_MODEL__BEAR DRAW RESULTS.pdf,OK,Independent BIBLE year-folder extraction; compare/crosswalk is downstream.
2020,2020,2021,CG1000,,BOUNDARY_ID_MISSING_FROM_RUNTIME_SOURCES,MISSING_CURRENT_DATABASE,,,,,,,false,false,SPORTSMAN,2020/.pdf/2020_PERMITS=2021_MODEL__SPORTSMAN DRAW RESULTS.pdf,OK,Independent BIBLE year-folder extraction; compare/crosswalk is downstream.
2020,2020,2021,CG1029,,BOUNDARY_ID_MISSING_FROM_RUNTIME_SOURCES,MISSING_CURRENT_DATABASE,,,,,,,false,false,COUGAR,2020/.pdf/2020_PERMITS=2021_MODEL__COUGAR DRAW RESULTS.pdf,OK,Independent BIBLE year-folder extraction; compare/crosswalk is downstream.
2020,2020,2021,CG1030,,BOUNDARY_ID_MISSING_FROM_RUNTIME_SOURCES,MISSING_CURRENT_DATABASE,,,,,,,false,false,COUGAR,2020/.pdf/2020_PERMITS=2021_MODEL__COUGAR DRAW RESULTS.pdf,OK,Independent BIBLE year-folder extraction; compare/crosswalk is downstream.
2020,2020,2021,CG1034,,BOUNDARY_ID_MISSING_FROM_RUNTIME_SOURCES,MISSING_CURRENT_DATABASE,,,,,,,false,false,COUGAR,2020/.pdf/2020_PERMITS=2021_MODEL__COUGAR DRAW RESULTS.pdf,OK,Independent BIBLE year-folder extraction; compare/crosswalk is downstream.
2020,2020,2021,CG7502,,BOUNDARY_ID_MISSING_FROM_RUNTIME_SOURCES,MISSING_CURRENT_DATABASE,,,,,,,false,false,COUGAR,2020/.pdf/2020_PERMITS=2021_MODEL__COUGAR DRAW RESULTS.pdf,OK,Independent BIBLE year-folder extraction; compare/crosswalk is downstream.
2020,2020,2021,CG7503,,BOUNDARY_ID_MISSING_FROM_RUNTIME_SOURCES,MISSING_CURRENT_DATABASE,,,,,,,false,false,COUGAR,2020/.pdf/2020_PERMITS=2021_MODEL__COUGAR DRAW RESULTS.pdf,OK,Independent BIBLE year-folder extraction; compare/crosswalk is downstream.
2020,2020,2021,CG7506,,BOUNDARY_ID_MISSING_FROM_RUNTIME_SOURCES,MISSING_CURRENT_DATABASE,,,,,,,false,false,COUGAR,2020/.pdf/2020_PERMITS=2021_MODEL__COUGAR DRAW RESULTS.pdf,OK,Independent BIBLE year-folder extraction; compare/crosswalk is downstream.
2020,2020,2021,CG7602,,BOUNDARY_ID_MISSING_FROM_RUNTIME_SOURCES,MISSING_CURRENT_DATABASE,,,,,,,false,false,COUGAR,2020/.pdf/2020_PERMITS=2021_MODEL__COUGAR DRAW RESULTS.pdf,OK,Independent BIBLE year-folder extraction; compare/crosswalk is downstream.
2020,2020,2021,CG7603,,BOUNDARY_ID_MISSING_FROM_RUNTIME_SOURCES,MISSING_CURRENT_DATABASE,,,,,,,false,false,COUGAR,2020/.pdf/2020_PERMITS=2021_MODEL__COUGAR DRAW RESULTS.pdf,OK,Independent BIBLE year-folder extraction; compare/crosswalk is downstream.
2020,2020,2021,CG7605,,BOUNDARY_ID_MISSING_FROM_RUNTIME_SOURCES,MISSING_CURRENT_DATABASE,,,,,,,false,false,COUGAR,2020/.pdf/2020_PERMITS=2021_MODEL__COUGAR DRAW RESULTS.pdf,OK,Independent BIBLE year-folder extraction; compare/crosswalk is downstream.
2020,2020,2021,CG7610,,BOUNDARY_ID_MISSING_FROM_RUNTIME_SOURCES,MISSING_CURRENT_DATABASE,,,,,,,false,false,COUGAR,2020/.pdf/2020_PERMITS=2021_MODEL__COUGAR DRAW RESULTS.pdf,OK,Independent BIBLE year-folder extraction; compare/crosswalk is downstream.
2020,2020,2021,CG7612,,BOUNDARY_ID_MISSING_FROM_RUNTIME_SOURCES,MISSING_CURRENT_DATABASE,,,,,,,false,false,COUGAR,2020/.pdf/2020_PERMITS=2021_MODEL__COUGAR DRAW RESULTS.pdf,OK,Independent BIBLE year-folder extraction; compare/crosswalk is downstream.
2020,2020,2021,CG7613,,BOUNDARY_ID_MISSING_FROM_RUNTIME_SOURCES,MISSING_CURRENT_DATABASE,,,,,,,false,false,COUGAR,2020/.pdf/2020_PERMITS=2021_MODEL__COUGAR DRAW RESULTS.pdf,OK,Independent BIBLE year-folder extraction; compare/crosswalk is downstream.
2020,2020,2021,CG7615,,BOUNDARY_ID_MISSING_FROM_RUNTIME_SOURCES,MISSING_CURRENT_DATABASE,,,,,,,false,false,COUGAR,2020/.pdf/2020_PERMITS=2021_MODEL__COUGAR DRAW RESULTS.pdf,OK,Independent BIBLE year-folder extraction; compare/crosswalk is downstream.
2020,2020,2021,CG7619,,BOUNDARY_ID_MISSING_FROM_RUNTIME_SOURCES,MISSING_CURRENT_DATABASE,,,,,,,false,false,COUGAR,2020/.pdf/2020_PERMITS=2021_MODEL__COUGAR DRAW RESULTS.pdf,OK,Independent BIBLE year-folder extraction; compare/crosswalk is downstream.
2020,2020,2021,DA1000,749,BOUNDARY_ID_FROM_RUNTIME_SOURCE_ONLY,MISSING_CURRENT_DATABASE,,,,,,749,true,false,ANTLERLESS|YOUTH,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf|2020/.pdf/2020_PERMITS=2021_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,OK,Independent BIBLE year-folder extraction; compare/crosswalk is downstream.
2020,2020,2021,DA1004,748,BOUNDARY_ID_FROM_RUNTIME_SOURCE_ONLY,MISSING_CURRENT_DATABASE,,,,,,748,true,false,ANTLERLESS|YOUTH,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf|2020/.pdf/2020_PERMITS=2021_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,OK,Independent BIBLE year-folder extraction; compare/crosswalk is downstream.
2020,2020,2021,DA1005,137,BOUNDARY_ID_FROM_RUNTIME_SOURCE_ONLY,MISSING_CURRENT_DATABASE,,,,,,137,true,false,ANTLERLESS|YOUTH,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf|2020/.pdf/2020_PERMITS=2021_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,OK,Independent BIBLE year-folder extraction; compare/crosswalk is downstream.
2020,2020,2021,DA1007,432,BOUNDARY_ID_FROM_RUNTIME_SOURCE_ONLY,MISSING_CURRENT_DATABASE,,,,,,432,true,false,ANTLERLESS|YOUTH,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf|2020/.pdf/2020_PERMITS=2021_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,OK,Independent BIBLE year-folder extraction; compare/crosswalk is downstream.
2020,2020,2021,DA1017,839,BOUNDARY_ID_FROM_RUNTIME_SOURCE_ONLY,MISSING_CURRENT_DATABASE,,,,,,839,true,false,ANTLERLESS|YOUTH,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf|2020/.pdf/2020_PERMITS=2021_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,OK,Independent BIBLE year-folder extraction; compare/crosswalk is downstream.
2020,2020,2021,DA1019,840,BOUNDARY_ID_FROM_RUNTIME_SOURCE_ONLY,MISSING_CURRENT_DATABASE,,,,,,840,true,false,ANTLERLESS|YOUTH,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf|2020/.pdf/2020_PERMITS=2021_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,OK,Independent BIBLE year-folder extraction; compare/crosswalk is downstream.
2020,2020,2021,DA1026,87,BOUNDARY_ID_FROM_RUNTIME_SOURCE_ONLY,MISSING_CURRENT_DATABASE,,,,,,87,true,false,ANTLERLESS|YOUTH,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf|2020/.pdf/2020_PERMITS=2021_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,OK,Independent BIBLE year-folder extraction; compare/crosswalk is downstream.
2020,2020,2021,DA1028,859,BOUNDARY_ID_FROM_RUNTIME_SOURCE_ONLY,MISSING_CURRENT_DATABASE,,,,,,859,true,false,ANTLERLESS|YOUTH,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf|2020/.pdf/2020_PERMITS=2021_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,OK,Independent BIBLE year-folder extraction; compare/crosswalk is downstream.
2020,2020,2021,DA1029,6,BOUNDARY_ID_FROM_RUNTIME_SOURCE_ONLY,MISSING_CURRENT_DATABASE,,,,,,6,true,false,ANTLERLESS|YOUTH,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf|2020/.pdf/2020_PERMITS=2021_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,OK,Independent BIBLE year-folder extraction; compare/crosswalk is downstream.
2020,2020,2021,DA1036,84,BOUNDARY_ID_FROM_RUNTIME_SOURCE_ONLY,MISSING_CURRENT_DATABASE,,,,,,84,true,false,ANTLERLESS|YOUTH,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf|2020/.pdf/2020_PERMITS=2021_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,OK,Independent BIBLE year-folder extraction; compare/crosswalk is downstream.
2020,2020,2021,DA1039,113,BOUNDARY_ID_FROM_RUNTIME_SOURCE_ONLY,MISSING_CURRENT_DATABASE,,,,,,113,true,false,ANTLERLESS|YOUTH,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf|2020/.pdf/2020_PERMITS=2021_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,OK,Independent BIBLE year-folder extraction; compare/crosswalk is downstream.
2020,2020,2021,DA1040,113,BOUNDARY_ID_FROM_RUNTIME_SOURCE_ONLY,MISSING_CURRENT_DATABASE,,,,,,113,true,false,ANTLERLESS|YOUTH,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf|2020/.pdf/2020_PERMITS=2021_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,OK,Independent BIBLE year-folder extraction; compare/crosswalk is downstream.
2020,2020,2021,DA1043,112,BOUNDARY_ID_FROM_RUNTIME_SOURCE_ONLY,MISSING_CURRENT_DATABASE,,,,,,112,true,false,ANTLERLESS|YOUTH,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf|2020/.pdf/2020_PERMITS=2021_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,OK,Independent BIBLE year-folder extraction; compare/crosswalk is downstream.
2020,2020,2021,DB1021,,BOUNDARY_ID_MISSING_FROM_RUNTIME_SOURCES,MISSING_CURRENT_DATABASE,,,,,,,false,false,LIMITED_ENTRY|REVIEW,2020/.pdf/2020_PERMITS=2021_MODEL__L.E DRAW RESULTS.pdf|2020/.pdf/2020_PERMITS=2021_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|2020/.pdf/2020_PERMITS=2021_MODEL__L.E. DEER DRAW RESULTS.pdf,OK,Independent BIBLE year-folder extraction; compare/crosswalk is downstream.
2020,2020,2021,DB1027,,BOUNDARY_ID_MISSING_FROM_RUNTIME_SOURCES,MISSING_CURRENT_DATABASE,,,,,,,false,false,LIMITED_ENTRY|REVIEW,2020/.pdf/2020_PERMITS=2021_MODEL__L.E DRAW RESULTS.pdf|2020/.pdf/2020_PERMITS=2021_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|2020/.pdf/2020_PERMITS=2021_MODEL__L.E. DEER DRAW RESULTS.pdf,OK,Independent BIBLE year-folder extraction; compare/crosswalk is downstream.
2020,2020,2021,DB1051,,BOUNDARY_ID_MISSING_FROM_RUNTIME_SOURCES,MISSING_CURRENT_DATABASE,,,,,,,false,false,LIMITED_ENTRY|REVIEW,2020/.pdf/2020_PERMITS=2021_MODEL__L.E DRAW RESULTS.pdf|2020/.pdf/2020_PERMITS=2021_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|2020/.pdf/2020_PERMITS=2021_MODEL__L.E. DEER DRAW RESULTS.pdf,OK,Independent BIBLE year-folder extraction; compare/crosswalk is downstream.
2020,2020,2021,DB1052,,BOUNDARY_ID_MISSING_FROM_RUNTIME_SOURCES,MISSING_CURRENT_DATABASE,,,,,,,false,false,LIMITED_ENTRY|REVIEW,2020/.pdf/2020_PERMITS=2021_MODEL__L.E DRAW RESULTS.pdf|2020/.pdf/2020_PERMITS=2021_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|2020/.pdf/2020_PERMITS=2021_MODEL__L.E. DEER DRAW RESULTS.pdf,OK,Independent BIBLE year-folder extraction; compare/crosswalk is downstream.
2020,2020,2021,DB1092,,BOUNDARY_ID_MISSING_FROM_RUNTIME_SOURCES,MISSING_CURRENT_DATABASE,,,,,,,false,false,LIMITED_ENTRY|REVIEW,2020/.pdf/2020_PERMITS=2021_MODEL__L.E DRAW RESULTS.pdf|2020/.pdf/2020_PERMITS=2021_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|2020/.pdf/2020_PERMITS=2021_MODEL__L.E. DEER DRAW RESULTS.pdf,OK,Independent BIBLE year-folder extraction; compare/crosswalk is downstream.
2020,2020,2021,DB1210,,BOUNDARY_ID_MISSING_FROM_RUNTIME_SOURCES,MISSING_CURRENT_DATABASE,,,,,,,false,false,LIMITED_ENTRY|REVIEW,2020/.pdf/2020_PERMITS=2021_MODEL__L.E DRAW RESULTS.pdf|2020/.pdf/2020_PERMITS=2021_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|2020/.pdf/2020_PERMITS=2021_MODEL__L.E. DEER DRAW RESULTS.pdf,OK,Independent BIBLE year-folder extraction; compare/crosswalk is downstream.
2020,2020,2021,DB1221,,BOUNDARY_ID_MISSING_FROM_RUNTIME_SOURCES,MISSING_CURRENT_DATABASE,,,,,,,false,false,LIMITED_ENTRY|REVIEW,2020/.pdf/2020_PERMITS=2021_MODEL__L.E DRAW RESULTS.pdf|2020/.pdf/2020_PERMITS=2021_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|2020/.pdf/2020_PERMITS=2021_MODEL__L.E. DEER DRAW RESULTS.pdf,OK,Independent BIBLE year-folder extraction; compare/crosswalk is downstream.
2020,2020,2021,DB1223,,BOUNDARY_ID_MISSING_FROM_RUNTIME_SOURCES,MISSING_CURRENT_DATABASE,,,,,,,false,false,LIMITED_ENTRY|REVIEW,2020/.pdf/2020_PERMITS=2021_MODEL__L.E DRAW RESULTS.pdf|2020/.pdf/2020_PERMITS=2021_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|2020/.pdf/2020_PERMITS=2021_MODEL__L.E. DEER DRAW RESULTS.pdf,OK,Independent BIBLE year-folder extraction; compare/crosswalk is downstream.
2020,2020,2021,DB1225,,BOUNDARY_ID_MISSING_FROM_RUNTIME_SOURCES,MISSING_CURRENT_DATABASE,,,,,,,false,false,LIMITED_ENTRY|REVIEW,2020/.pdf/2020_PERMITS=2021_MODEL__L.E DRAW RESULTS.pdf|2020/.pdf/2020_PERMITS=2021_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|2020/.pdf/2020_PERMITS=2021_MODEL__L.E. DEER DRAW RESULTS.pdf,OK,Independent BIBLE year-folder extraction; compare/crosswalk is downstream.
2020,2020,2021,DB1257,,BOUNDARY_ID_MISSING_FROM_RUNTIME_SOURCES,MISSING_CURRENT_DATABASE,,,,,,,false,false,LIMITED_ENTRY|REVIEW,2020/.pdf/2020_PERMITS=2021_MODEL__L.E DRAW RESULTS.pdf|2020/.pdf/2020_PERMITS=2021_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|2020/.pdf/2020_PERMITS=2021_MODEL__L.E. DEER DRAW RESULTS.pdf,OK,Independent BIBLE year-folder extraction; compare/crosswalk is downstream.
2020,2020,2021,DB1267,,BOUNDARY_ID_MISSING_FROM_RUNTIME_SOURCES,MISSING_CURRENT_DATABASE,,,,,,,false,false,LIMITED_ENTRY|REVIEW,2020/.pdf/2020_PERMITS=2021_MODEL__L.E DRAW RESULTS.pdf|2020/.pdf/2020_PERMITS=2021_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|2020/.pdf/2020_PERMITS=2021_MODEL__L.E. DEER DRAW RESULTS.pdf,OK,Independent BIBLE year-folder extraction; compare/crosswalk is downstream.
2020,2020,2021,DB1278,,BOUNDARY_ID_MISSING_FROM_RUNTIME_SOURCES,MISSING_CURRENT_DATABASE,,,,,,,false,false,LIMITED_ENTRY|REVIEW,2020/.pdf/2020_PERMITS=2021_MODEL__L.E DRAW RESULTS.pdf|2020/.pdf/2020_PERMITS=2021_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|2020/.pdf/2020_PERMITS=2021_MODEL__L.E. DEER DRAW RESULTS.pdf,OK,Independent BIBLE year-folder extraction; compare/crosswalk is downstream.
2020,2020,2021,DB1297,,BOUNDARY_ID_MISSING_FROM_RUNTIME_SOURCES,MISSING_CURRENT_DATABASE,,,,,,,false,false,LIMITED_ENTRY|REVIEW,2020/.pdf/2020_PERMITS=2021_MODEL__L.E DRAW RESULTS.pdf|2020/.pdf/2020_PERMITS=2021_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|2020/.pdf/2020_PERMITS=2021_MODEL__L.E. DEER DRAW RESULTS.pdf,OK,Independent BIBLE year-folder extraction; compare/crosswalk is downstream.
2020,2020,2021,DB1302,,BOUNDARY_ID_MISSING_FROM_RUNTIME_SOURCES,MISSING_CURRENT_DATABASE,,,,,,,false,false,LIMITED_ENTRY|REVIEW,2020/.pdf/2020_PERMITS=2021_MODEL__L.E DRAW RESULTS.pdf|2020/.pdf/2020_PERMITS=2021_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|2020/.pdf/2020_PERMITS=2021_MODEL__L.E. DEER DRAW RESULTS.pdf,OK,Independent BIBLE year-folder extraction; compare/crosswalk is downstream.
2020,2020,2021,DB1307,,BOUNDARY_ID_MISSING_FROM_RUNTIME_SOURCES,MISSING_CURRENT_DATABASE,,,,,,,false,false,LIMITED_ENTRY|REVIEW,2020/.pdf/2020_PERMITS=2021_MODEL__L.E DRAW RESULTS.pdf|2020/.pdf/2020_PERMITS=2021_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|2020/.pdf/2020_PERMITS=2021_MODEL__L.E. DEER DRAW RESULTS.pdf,OK,Independent BIBLE year-folder extraction; compare/crosswalk is downstream.
