key,hunt_code,residency,draw_pool,points,eligible_applicants,total_drawn,source_report_family,source_file
2026|2027|BI6500|Nonresident|standard|26,BI6500,Nonresident,standard,26,0,0,OIL_BISON,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf
2026|2027|BI6500|Nonresident|standard|27,BI6500,Nonresident,standard,27,0,0,OIL_BISON,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf
2026|2027|BI6500|Nonresident|standard|28,BI6500,Nonresident,standard,28,0,0,OIL_BISON,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf
2026|2027|BI6500|Nonresident|standard|29,BI6500,Nonresident,standard,29,0,0,OIL_BISON,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf
2026|2027|BI6500|Nonresident|standard|3,BI6500,Nonresident,standard,3,0,0,OIL_BISON,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf
2026|2027|BI6500|Nonresident|standard|30,BI6500,Nonresident,standard,30,0,0,OIL_BISON,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf
2026|2027|BI6500|Nonresident|standard|31,BI6500,Nonresident,standard,31,0,0,OIL_BISON,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf
2026|2027|BI6500|Nonresident|standard|32,BI6500,Nonresident,standard,32,0,0,OIL_BISON,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf
2026|2027|BI6500|Nonresident|standard|4,BI6500,Nonresident,standard,4,0,0,OIL_BISON,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf
2026|2027|BI6500|Nonresident|standard|5,BI6500,Nonresident,standard,5,0,0,OIL_BISON,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf
2026|2027|BI6500|Nonresident|standard|6,BI6500,Nonresident,standard,6,0,0,OIL_BISON,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf
2026|2027|BI6500|Nonresident|standard|7,BI6500,Nonresident,standard,7,0,0,OIL_BISON,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf
2026|2027|BI6500|Nonresident|standard|8,BI6500,Nonresident,standard,8,0,0,OIL_BISON,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf
2026|2027|BI6500|Nonresident|standard|9,BI6500,Nonresident,standard,9,0,0,OIL_BISON,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf
2026|2027|BI6503|Resident|standard|30,BI6503,Resident,standard,30,0,0,OIL_BISON,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf
2026|2027|BI6504|Resident|standard|29,BI6504,Resident,standard,29,0,0,OIL_BISON,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf
2026|2027|BI6505|Nonresident|standard|20,BI6505,Nonresident,standard,20,0,0,OIL_BISON,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf
2026|2027|BI6505|Nonresident|standard|22,BI6505,Nonresident,standard,22,0,0,OIL_BISON,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf
2026|2027|BI6505|Nonresident|standard|23,BI6505,Nonresident,standard,23,0,0,OIL_BISON,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf
2026|2027|BI6505|Nonresident|standard|24,BI6505,Nonresident,standard,24,0,0,OIL_BISON,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf
2026|2027|BI6505|Nonresident|standard|25,BI6505,Nonresident,standard,25,0,0,OIL_BISON,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf
2026|2027|BI6505|Resident|standard|23,BI6505,Resident,standard,23,0,0,OIL_BISON,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf
2026|2027|BI6505|Resident|standard|25,BI6505,Resident,standard,25,0,0,OIL_BISON,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf
2026|2027|BI6505|Resident|standard|26,BI6505,Resident,standard,26,0,0,OIL_BISON,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf
2026|2027|BI6506|Nonresident|standard|0,BI6506,Nonresident,standard,0,0,0,OIL_BISON,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf
2026|2027|BI6506|Nonresident|standard|1,BI6506,Nonresident,standard,1,0,0,OIL_BISON,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf
2026|2027|BI6506|Nonresident|standard|10,BI6506,Nonresident,standard,10,0,0,OIL_BISON,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf
2026|2027|BI6506|Nonresident|standard|11,BI6506,Nonresident,standard,11,0,0,OIL_BISON,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf
2026|2027|BI6506|Nonresident|standard|12,BI6506,Nonresident,standard,12,0,0,OIL_BISON,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf
2026|2027|BI6506|Nonresident|standard|13,BI6506,Nonresident,standard,13,0,0,OIL_BISON,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf
2026|2027|BI6506|Nonresident|standard|14,BI6506,Nonresident,standard,14,0,0,OIL_BISON,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf
2026|2027|BI6506|Nonresident|standard|15,BI6506,Nonresident,standard,15,0,0,OIL_BISON,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf
2026|2027|BI6506|Nonresident|standard|16,BI6506,Nonresident,standard,16,0,0,OIL_BISON,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf
2026|2027|BI6506|Nonresident|standard|17,BI6506,Nonresident,standard,17,0,0,OIL_BISON,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf
2026|2027|BI6506|Nonresident|standard|18,BI6506,Nonresident,standard,18,0,0,OIL_BISON,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf
2026|2027|BI6506|Nonresident|standard|19,BI6506,Nonresident,standard,19,0,0,OIL_BISON,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf
2026|2027|BI6506|Nonresident|standard|2,BI6506,Nonresident,standard,2,0,0,OIL_BISON,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf
2026|2027|BI6506|Nonresident|standard|20,BI6506,Nonresident,standard,20,0,0,OIL_BISON,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf
2026|2027|BI6506|Nonresident|standard|21,BI6506,Nonresident,standard,21,0,0,OIL_BISON,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf
2026|2027|BI6506|Nonresident|standard|22,BI6506,Nonresident,standard,22,0,0,OIL_BISON,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf
2026|2027|BI6506|Nonresident|standard|23,BI6506,Nonresident,standard,23,0,0,OIL_BISON,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf
2026|2027|BI6506|Nonresident|standard|24,BI6506,Nonresident,standard,24,0,0,OIL_BISON,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf
2026|2027|BI6506|Nonresident|standard|25,BI6506,Nonresident,standard,25,0,0,OIL_BISON,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf
2026|2027|BI6506|Nonresident|standard|26,BI6506,Nonresident,standard,26,0,0,OIL_BISON,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf
2026|2027|BI6506|Nonresident|standard|3,BI6506,Nonresident,standard,3,0,0,OIL_BISON,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf
2026|2027|BI6506|Nonresident|standard|4,BI6506,Nonresident,standard,4,0,0,OIL_BISON,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf
2026|2027|BI6506|Nonresident|standard|5,BI6506,Nonresident,standard,5,0,0,OIL_BISON,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf
2026|2027|BI6506|Nonresident|standard|6,BI6506,Nonresident,standard,6,0,0,OIL_BISON,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf
2026|2027|BI6506|Nonresident|standard|7,BI6506,Nonresident,standard,7,0,0,OIL_BISON,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf
2026|2027|BI6506|Nonresident|standard|8,BI6506,Nonresident,standard,8,0,0,OIL_BISON,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf
2026|2027|BI6506|Nonresident|standard|9,BI6506,Nonresident,standard,9,0,0,OIL_BISON,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf
2026|2027|BI6506|Resident|standard|17,BI6506,Resident,standard,17,0,0,OIL_BISON,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf
2026|2027|BI6506|Resident|standard|20,BI6506,Resident,standard,20,0,0,OIL_BISON,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf
2026|2027|BI6506|Resident|standard|21,BI6506,Resident,standard,21,0,0,OIL_BISON,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf
2026|2027|BI6506|Resident|standard|22,BI6506,Resident,standard,22,0,0,OIL_BISON,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf
2026|2027|BI6506|Resident|standard|23,BI6506,Resident,standard,23,0,0,OIL_BISON,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf
2026|2027|BI6506|Resident|standard|24,BI6506,Resident,standard,24,0,0,OIL_BISON,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf
2026|2027|BI6506|Resident|standard|25,BI6506,Resident,standard,25,0,0,OIL_BISON,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf
2026|2027|BI6509|Nonresident|standard|0,BI6509,Nonresident,standard,0,0,0,OIL_BISON,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf
2026|2027|BI6509|Nonresident|standard|1,BI6509,Nonresident,standard,1,0,0,OIL_BISON,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf
2026|2027|BI6509|Nonresident|standard|10,BI6509,Nonresident,standard,10,0,0,OIL_BISON,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf
2026|2027|BI6509|Nonresident|standard|11,BI6509,Nonresident,standard,11,0,0,OIL_BISON,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf
2026|2027|BI6509|Nonresident|standard|12,BI6509,Nonresident,standard,12,0,0,OIL_BISON,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf
2026|2027|BI6509|Nonresident|standard|13,BI6509,Nonresident,standard,13,0,0,OIL_BISON,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf
2026|2027|BI6509|Nonresident|standard|14,BI6509,Nonresident,standard,14,0,0,OIL_BISON,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf
2026|2027|BI6509|Nonresident|standard|15,BI6509,Nonresident,standard,15,0,0,OIL_BISON,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf
2026|2027|BI6509|Nonresident|standard|16,BI6509,Nonresident,standard,16,0,0,OIL_BISON,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf
2026|2027|BI6509|Nonresident|standard|17,BI6509,Nonresident,standard,17,0,0,OIL_BISON,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf
2026|2027|BI6509|Nonresident|standard|18,BI6509,Nonresident,standard,18,0,0,OIL_BISON,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf
2026|2027|BI6509|Nonresident|standard|19,BI6509,Nonresident,standard,19,0,0,OIL_BISON,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf
2026|2027|BI6509|Nonresident|standard|2,BI6509,Nonresident,standard,2,0,0,OIL_BISON,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf
2026|2027|BI6509|Nonresident|standard|20,BI6509,Nonresident,standard,20,0,0,OIL_BISON,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf
2026|2027|BI6509|Nonresident|standard|21,BI6509,Nonresident,standard,21,0,0,OIL_BISON,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf
2026|2027|BI6509|Nonresident|standard|22,BI6509,Nonresident,standard,22,0,0,OIL_BISON,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf
2026|2027|BI6509|Nonresident|standard|23,BI6509,Nonresident,standard,23,0,0,OIL_BISON,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf
2026|2027|BI6509|Nonresident|standard|3,BI6509,Nonresident,standard,3,0,0,OIL_BISON,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf
2026|2027|BI6509|Nonresident|standard|4,BI6509,Nonresident,standard,4,0,0,OIL_BISON,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf
2026|2027|BI6509|Nonresident|standard|5,BI6509,Nonresident,standard,5,0,0,OIL_BISON,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf
2026|2027|BI6509|Nonresident|standard|6,BI6509,Nonresident,standard,6,0,0,OIL_BISON,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf
2026|2027|BI6509|Nonresident|standard|7,BI6509,Nonresident,standard,7,0,0,OIL_BISON,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf
2026|2027|BI6509|Nonresident|standard|8,BI6509,Nonresident,standard,8,0,0,OIL_BISON,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf
2026|2027|BI6509|Nonresident|standard|9,BI6509,Nonresident,standard,9,0,0,OIL_BISON,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf
2026|2027|BI6509|Resident|standard|22,BI6509,Resident,standard,22,0,0,OIL_BISON,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf
2026|2027|BI6516|Nonresident|standard|0,BI6516,Nonresident,standard,0,0,0,OIL_BISON,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf
2026|2027|BI6516|Nonresident|standard|1,BI6516,Nonresident,standard,1,0,0,OIL_BISON,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf
2026|2027|BI6516|Nonresident|standard|10,BI6516,Nonresident,standard,10,0,0,OIL_BISON,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf
2026|2027|BI6516|Nonresident|standard|11,BI6516,Nonresident,standard,11,0,0,OIL_BISON,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf
2026|2027|BI6516|Nonresident|standard|12,BI6516,Nonresident,standard,12,0,0,OIL_BISON,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf
2026|2027|BI6516|Nonresident|standard|13,BI6516,Nonresident,standard,13,0,0,OIL_BISON,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf
2026|2027|BI6516|Nonresident|standard|14,BI6516,Nonresident,standard,14,0,0,OIL_BISON,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf
2026|2027|BI6516|Nonresident|standard|15,BI6516,Nonresident,standard,15,0,0,OIL_BISON,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf
2026|2027|BI6516|Nonresident|standard|16,BI6516,Nonresident,standard,16,0,0,OIL_BISON,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf
2026|2027|BI6516|Nonresident|standard|17,BI6516,Nonresident,standard,17,0,0,OIL_BISON,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf
2026|2027|BI6516|Nonresident|standard|18,BI6516,Nonresident,standard,18,0,0,OIL_BISON,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf
2026|2027|BI6516|Nonresident|standard|19,BI6516,Nonresident,standard,19,0,0,OIL_BISON,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf
2026|2027|BI6516|Nonresident|standard|2,BI6516,Nonresident,standard,2,0,0,OIL_BISON,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf
2026|2027|BI6516|Nonresident|standard|20,BI6516,Nonresident,standard,20,0,0,OIL_BISON,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf
2026|2027|BI6516|Nonresident|standard|21,BI6516,Nonresident,standard,21,0,0,OIL_BISON,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf
2026|2027|BI6516|Nonresident|standard|22,BI6516,Nonresident,standard,22,0,0,OIL_BISON,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf
2026|2027|BI6516|Nonresident|standard|23,BI6516,Nonresident,standard,23,0,0,OIL_BISON,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf
