hunt_code,year,residency,points,application_value_score,decision_label,modeled_draw_probability_score,hunt_quality_score,point_value_score,demand_opportunity_score,permit_stability_score
BI6500,2026,Resident,6,30.448,HIGH QUALITY / BAD ODDS,0.273,80.75,0.0,1.099,100.0
BI6500,2026,Resident,5,30.397,HIGH QUALITY / BAD ODDS,0.22,80.75,0.0,0.885,100.0
BI6500,2026,Resident,4,30.374,HIGH QUALITY / BAD ODDS,0.196,80.75,0.0,0.787,100.0
BI6500,2026,Resident,3,30.361,HIGH QUALITY / BAD ODDS,0.182,80.75,0.0,0.733,100.0
BI6500,2026,Resident,2,30.336,HIGH QUALITY / BAD ODDS,0.156,80.75,0.0,0.627,100.0
BI6500,2026,Resident,1,30.787,HIGH QUALITY / BAD ODDS,1.087,80.75,0.0,1.46,100.0
BI6500,2026,Resident,0,30.285,HIGH QUALITY / BAD ODDS,0.102,80.75,0.0,0.409,100.0
BI6503,2026,Nonresident,29,58.984,SLEEPER,37.5,68.237,92.0,100.0,0.0
BI6503,2026,Nonresident,28,47.576,GOOD VALUE,8.333,68.237,84.0,100.0,0.0
BI6503,2026,Nonresident,27,37.305,LOW VALUE,3.846,68.237,76.0,50.0,0.0
BI6503,2026,Nonresident,26,36.899,LOW VALUE,4.167,68.237,68.0,54.545,0.0
BI6503,2026,Nonresident,25,34.905,DO NOT BURN POINTS,3.846,68.237,60.0,50.0,0.0
BI6503,2026,Nonresident,24,32.454,DO NOT BURN POINTS,3.333,68.237,52.0,42.857,0.0
BI6503,2026,Nonresident,23,28.109,DO NOT BURN POINTS,2.0,68.237,44.0,25.0,0.0
BI6503,2026,Nonresident,22,28.071,DO NOT BURN POINTS,2.5,68.237,36.0,31.579,0.0
BI6503,2026,Nonresident,21,27.914,DO NOT BURN POINTS,2.941,68.237,28.0,37.5,0.0
BI6503,2026,Nonresident,20,24.509,DO NOT BURN POINTS,2.0,68.237,20.0,25.0,0.0
BI6503,2026,Nonresident,19,22.969,DO NOT BURN POINTS,1.852,68.237,12.0,23.077,0.0
BI6503,2026,Nonresident,18,21.109,DO NOT BURN POINTS,1.562,68.237,4.0,19.355,0.0
BI6503,2026,Nonresident,17,17.545,DO NOT BURN POINTS,0.225,68.237,0.0,2.715,0.0
BI6503,2026,Nonresident,16,17.503,DO NOT BURN POINTS,0.206,68.237,0.0,2.479,0.0
BI6503,2026,Nonresident,15,17.77,DO NOT BURN POINTS,0.329,68.237,0.0,3.974,0.0
BI6503,2026,Nonresident,14,17.843,DO NOT BURN POINTS,0.362,68.237,0.0,4.38,0.0
BI6503,2026,Nonresident,13,17.867,DO NOT BURN POINTS,0.373,68.237,0.0,4.511,0.0
BI6503,2026,Nonresident,12,17.879,DO NOT BURN POINTS,0.379,68.237,0.0,4.58,0.0
BI6503,2026,Nonresident,11,18.053,DO NOT BURN POINTS,1.042,68.237,0.0,4.196,0.0
BI6503,2026,Nonresident,10,17.739,DO NOT BURN POINTS,0.314,68.237,0.0,3.797,0.0
BI6503,2026,Nonresident,9,17.646,DO NOT BURN POINTS,0.272,68.237,0.0,3.279,0.0
BI6503,2026,Nonresident,8,17.557,DO NOT BURN POINTS,0.23,68.237,0.0,2.778,0.0
BI6503,2026,Nonresident,7,17.501,DO NOT BURN POINTS,0.205,68.237,0.0,2.469,0.0
BI6503,2026,Nonresident,6,17.5,DO NOT BURN POINTS,0.204,68.237,0.0,2.459,0.0
BI6503,2026,Nonresident,5,17.545,DO NOT BURN POINTS,0.225,68.237,0.0,2.715,0.0
BI6503,2026,Nonresident,4,17.566,DO NOT BURN POINTS,0.235,68.237,0.0,2.83,0.0
BI6503,2026,Nonresident,3,17.518,DO NOT BURN POINTS,0.213,68.237,0.0,2.564,0.0
BI6503,2026,Nonresident,2,17.444,DO NOT BURN POINTS,0.179,68.237,0.0,2.151,0.0
BI6503,2026,Nonresident,1,17.954,DO NOT BURN POINTS,0.413,68.237,0.0,5.0,0.0
BI6503,2026,Nonresident,0,17.383,DO NOT BURN POINTS,0.15,68.237,0.0,1.807,0.0
BI6503,2026,Resident,28,41.937,POINT CREEP WARNING,9.615,69.487,84.0,24.0,50.0
BI6503,2026,Resident,27,36.589,POINT CREEP WARNING,1.282,69.487,76.0,15.789,50.0
BI6503,2026,Resident,26,34.715,POINT CREEP WARNING,0.98,69.487,68.0,12.0,50.0
BI6503,2026,Resident,25,33.047,POINT CREEP WARNING,0.769,69.487,60.0,9.375,50.0
BI6503,2026,Resident,24,31.901,POINT CREEP WARNING,0.794,69.487,52.0,9.677,50.0
BI6503,2026,Resident,23,30.729,POINT CREEP WARNING,0.806,69.487,44.0,9.836,50.0
BI6503,2026,Resident,22,29.757,POINT CREEP WARNING,0.909,69.487,36.0,11.111,50.0
BI6503,2026,Resident,21,28.452,POINT CREEP WARNING,0.862,69.487,28.0,10.526,50.0
BI6503,2026,Resident,20,26.926,POINT CREEP WARNING,0.714,69.487,20.0,8.696,50.0
BI6503,2026,Resident,19,25.547,POINT CREEP WARNING,0.633,69.487,12.0,7.692,50.0
BI6503,2026,Resident,18,24.101,POINT CREEP WARNING,0.521,69.487,4.0,6.316,50.0
BI6503,2026,Resident,17,23.357,POINT CREEP WARNING,0.455,69.487,0.0,5.505,50.0
BI6503,2026,Resident,16,23.339,POINT CREEP WARNING,0.446,69.487,0.0,5.405,50.0
BI6503,2026,Resident,15,23.394,POINT CREEP WARNING,0.472,69.487,0.0,5.714,50.0
BI6503,2026,Resident,14,23.445,POINT CREEP WARNING,0.495,69.487,0.0,6.0,50.0
BI6503,2026,Resident,13,23.297,POINT CREEP WARNING,0.427,69.487,0.0,5.172,50.0
BI6503,2026,Resident,12,23.185,POINT CREEP WARNING,0.376,69.487,0.0,4.545,50.0
BI6503,2026,Resident,11,23.528,POINT CREEP WARNING,1.623,69.487,0.0,3.922,50.0
BI6503,2026,Resident,10,22.962,POINT CREEP WARNING,0.273,69.487,0.0,3.297,50.0
BI6503,2026,Resident,9,22.831,POINT CREEP WARNING,0.213,69.487,0.0,2.564,50.0
BI6503,2026,Resident,8,22.8,POINT CREEP WARNING,0.198,69.487,0.0,2.39,50.0
BI6503,2026,Resident,7,22.768,POINT CREEP WARNING,0.184,69.487,0.0,2.214,50.0
BI6503,2026,Resident,6,22.724,POINT CREEP WARNING,0.163,69.487,0.0,1.967,50.0
BI6503,2026,Resident,5,22.703,POINT CREEP WARNING,0.154,69.487,0.0,1.852,50.0
BI6503,2026,Resident,4,22.696,POINT CREEP WARNING,0.151,69.487,0.0,1.813,50.0
BI6503,2026,Resident,3,22.664,POINT CREEP WARNING,0.136,69.487,0.0,1.63,50.0
BI6503,2026,Resident,2,22.624,POINT CREEP WARNING,0.117,69.487,0.0,1.408,50.0
BI6503,2026,Resident,1,22.968,POINT CREEP WARNING,0.276,69.487,0.0,3.333,50.0
BI6503,2026,Resident,0,22.55,POINT CREEP WARNING,0.083,69.487,0.0,0.997,50.0
BI6504,2026,Nonresident,28,54.562,SLEEPER,30.0,65.85,84.0,100.0,0.0
BI6504,2026,Nonresident,27,48.696,POINT CREEP WARNING,16.667,65.85,76.0,100.0,0.0
BI6504,2026,Nonresident,26,45.162,POINT CREEP WARNING,10.0,65.85,68.0,100.0,0.0
BI6504,2026,Nonresident,25,43.962,POINT CREEP WARNING,10.0,65.85,60.0,100.0,0.0
BI6504,2026,Nonresident,24,42.179,POINT CREEP WARNING,8.333,65.85,52.0,100.0,0.0
BI6504,2026,Nonresident,23,40.562,POINT CREEP WARNING,7.143,65.85,44.0,100.0,0.0
BI6504,2026,Nonresident,22,41.237,POINT CREEP WARNING,12.5,65.85,36.0,100.0,0.0
BI6504,2026,Nonresident,21,39.162,POINT CREEP WARNING,10.0,65.85,28.0,100.0,0.0
BI6504,2026,Nonresident,20,36.962,POINT CREEP WARNING,7.143,65.85,20.0,100.0,0.0
BI6504,2026,Nonresident,19,35.45,POINT CREEP WARNING,6.25,65.85,12.0,100.0,0.0
BI6504,2026,Nonresident,18,29.153,POINT CREEP WARNING,4.545,65.85,4.0,70.0,0.0
BI6504,2026,Nonresident,17,18.315,POINT CREEP WARNING,0.746,65.85,0.0,10.606,0.0
BI6504,2026,Nonresident,16,18.05,POINT CREEP WARNING,0.641,65.85,0.0,9.091,0.0
BI6504,2026,Nonresident,15,18.606,POINT CREEP WARNING,0.862,65.85,0.0,12.281,0.0
BI6504,2026,Nonresident,14,18.234,POINT CREEP WARNING,0.714,65.85,0.0,10.145,0.0
BI6504,2026,Nonresident,13,18.26,POINT CREEP WARNING,0.725,65.85,0.0,10.294,0.0
BI6504,2026,Nonresident,12,18.606,POINT CREEP WARNING,0.862,65.85,0.0,12.281,0.0
BI6504,2026,Nonresident,11,18.434,POINT CREEP WARNING,0.794,65.85,0.0,11.29,0.0
BI6504,2026,Nonresident,10,18.209,POINT CREEP WARNING,0.704,65.85,0.0,10.0,0.0
BI6504,2026,Nonresident,9,17.972,POINT CREEP WARNING,0.61,65.85,0.0,8.642,0.0
BI6504,2026,Nonresident,8,17.885,POINT CREEP WARNING,0.575,65.85,0.0,8.14,0.0
BI6504,2026,Nonresident,7,17.526,POINT CREEP WARNING,0.431,65.85,0.0,6.087,0.0
BI6504,2026,Nonresident,6,17.449,POINT CREEP WARNING,0.4,65.85,0.0,5.645,0.0
BI6504,2026,Nonresident,5,17.465,POINT CREEP WARNING,0.407,65.85,0.0,5.738,0.0
BI6504,2026,Nonresident,4,17.457,POINT CREEP WARNING,0.403,65.85,0.0,5.691,0.0
BI6504,2026,Nonresident,3,17.474,POINT CREEP WARNING,0.41,65.85,0.0,5.785,0.0
BI6504,2026,Nonresident,2,17.376,POINT CREEP WARNING,0.37,65.85,0.0,5.224,0.0
BI6504,2026,Nonresident,1,19.163,POINT CREEP WARNING,2.542,65.85,0.0,12.069,0.0
BI6504,2026,Nonresident,0,17.178,POINT CREEP WARNING,0.291,65.85,0.0,4.094,0.0
BI6504,2026,Resident,28,38.962,INSUFFICIENT DATA,0.0,71.85,100.0,0.0,60.0
BI6504,2026,Resident,27,63.7,SLEEPER,31.25,71.85,92.0,100.0,60.0
BI6504,2026,Resident,26,46.844,HIGH QUALITY / BAD ODDS,9.375,71.85,84.0,46.667,60.0
BI6504,2026,Resident,25,42.954,HIGH QUALITY / BAD ODDS,2.941,71.85,76.0,43.75,60.0
BI6504,2026,Resident,24,41.311,HIGH QUALITY / BAD ODDS,2.778,71.85,68.0,41.176,60.0
BI6504,2026,Resident,23,39.717,HIGH QUALITY / BAD ODDS,2.632,71.85,60.0,38.889,60.0
BI6504,2026,Resident,22,37.296,HIGH QUALITY / BAD ODDS,2.174,71.85,52.0,31.818,60.0
BI6504,2026,Resident,21,37.317,HIGH QUALITY / BAD ODDS,2.632,71.85,44.0,38.889,60.0
BI6504,2026,Resident,20,35.158,HIGH QUALITY / BAD ODDS,2.273,71.85,36.0,33.333,60.0
BI6504,2026,Resident,19,33.696,HIGH QUALITY / BAD ODDS,2.174,71.85,28.0,31.818,60.0
BI6504,2026,Resident,18,32.037,HIGH QUALITY / BAD ODDS,2.0,71.85,20.0,29.167,60.0
BI6504,2026,Resident,17,29.459,HIGH QUALITY / BAD ODDS,1.471,71.85,12.0,21.212,60.0
BI6504,2026,Resident,16,29.151,HIGH QUALITY / BAD ODDS,4.286,71.85,4.0,20.588,60.0
BI6504,2026,Resident,15,28.476,HIGH QUALITY / BAD ODDS,1.786,71.85,0.0,25.926,60.0
BI6504,2026,Resident,14,28.649,HIGH QUALITY / BAD ODDS,1.852,71.85,0.0,26.923,60.0
BI6504,2026,Resident,13,27.014,HIGH QUALITY / BAD ODDS,1.22,71.85,0.0,17.5,60.0
BI6504,2026,Resident,12,26.507,HIGH QUALITY / BAD ODDS,1.02,71.85,0.0,14.583,60.0
BI6504,2026,Resident,11,26.069,HIGH QUALITY / BAD ODDS,0.847,71.85,0.0,12.069,60.0
BI6504,2026,Resident,10,25.734,HIGH QUALITY / BAD ODDS,0.714,71.85,0.0,10.145,60.0
BI6504,2026,Resident,9,25.454,HIGH QUALITY / BAD ODDS,0.602,71.85,0.0,8.537,60.0
BI6504,2026,Resident,8,25.128,HIGH QUALITY / BAD ODDS,0.472,71.85,0.0,6.667,60.0
BI6504,2026,Resident,7,25.106,HIGH QUALITY / BAD ODDS,0.463,71.85,0.0,6.542,60.0
BI6504,2026,Resident,6,24.991,HIGH QUALITY / BAD ODDS,0.417,71.85,0.0,5.882,60.0
BI6504,2026,Resident,5,24.856,HIGH QUALITY / BAD ODDS,0.362,71.85,0.0,5.109,60.0
BI6504,2026,Resident,4,24.911,HIGH QUALITY / BAD ODDS,0.385,71.85,0.0,5.426,60.0
BI6504,2026,Resident,3,24.849,HIGH QUALITY / BAD ODDS,0.36,71.85,0.0,5.072,60.0
BI6504,2026,Resident,2,24.824,HIGH QUALITY / BAD ODDS,0.35,71.85,0.0,4.93,60.0
BI6504,2026,Resident,1,26.184,HIGH QUALITY / BAD ODDS,0.893,71.85,0.0,12.727,60.0
BI6504,2026,Resident,0,24.504,HIGH QUALITY / BAD ODDS,0.22,71.85,0.0,3.097,60.0
BI6505,2026,Nonresident,26,23.186,INSUFFICIENT DATA,0.0,61.544,52.0,0.0,0.0
BI6505,2026,Nonresident,21,79.186,STRONG APPLY,100.0,61.544,92.0,100.0,0.0
BI6505,2026,Nonresident,20,30.386,INSUFFICIENT DATA,0.0,61.544,100.0,0.0,0.0
BI6505,2026,Nonresident,18,48.819,GOOD VALUE,16.667,61.544,84.0,100.0,0.0
BI6505,2026,Nonresident,17,41.882,LOW VALUE,3.846,61.544,76.0,91.667,0.0
BI6505,2026,Nonresident,16,36.264,LOW VALUE,2.778,61.544,68.0,64.706,0.0
BI6505,2026,Nonresident,15,37.338,LOW VALUE,3.333,61.544,60.0,78.571,0.0
BI6505,2026,Nonresident,14,37.128,LOW VALUE,3.571,61.544,52.0,84.615,0.0
BI6505,2026,Nonresident,13,34.938,DO NOT BURN POINTS,3.333,61.544,44.0,78.571,0.0
BI6505,2026,Nonresident,12,32.88,DO NOT BURN POINTS,3.125,61.544,36.0,73.333,0.0
BI6505,2026,Nonresident,11,28.669,DO NOT BURN POINTS,2.381,61.544,28.0,55.0,0.0
BI6505,2026,Nonresident,10,25.961,DO NOT BURN POINTS,2.0,61.544,20.0,45.833,0.0
BI6505,2026,Nonresident,9,24.18,DO NOT BURN POINTS,1.852,61.544,12.0,42.308,0.0
BI6505,2026,Nonresident,8,22.482,DO NOT BURN POINTS,1.724,61.544,4.0,39.286,0.0
BI6505,2026,Nonresident,7,20.586,DO NOT BURN POINTS,1.389,61.544,0.0,31.429,0.0
BI6505,2026,Nonresident,6,22.58,DO NOT BURN POINTS,4.839,61.544,0.0,36.667,0.0
BI6505,2026,Nonresident,5,21.882,DO NOT BURN POINTS,1.724,61.544,0.0,39.286,0.0
BI6505,2026,Nonresident,4,21.659,DO NOT BURN POINTS,1.667,61.544,0.0,37.931,0.0
BI6505,2026,Nonresident,3,22.38,DO NOT BURN POINTS,1.852,61.544,0.0,42.308,0.0
BI6505,2026,Nonresident,2,21.451,DO NOT BURN POINTS,1.613,61.544,0.0,36.667,0.0
BI6505,2026,Nonresident,1,29.328,DO NOT BURN POINTS,3.571,61.544,0.0,84.615,0.0
BI6505,2026,Nonresident,0,19.938,DO NOT BURN POINTS,1.22,61.544,0.0,27.5,0.0
BI6505,2026,Resident,24,77.749,STRONG APPLY,100.0,62.194,52.0,100.0,44.0
BI6505,2026,Resident,20,82.549,STRONG APPLY,100.0,62.194,84.0,100.0,44.0
BI6505,2026,Resident,19,83.749,STRONG APPLY,100.0,62.194,92.0,100.0,44.0
BI6505,2026,Resident,18,84.949,STRONG APPLY,100.0,62.194,100.0,100.0,44.0
BI6505,2026,Resident,17,76.249,STRONG APPLY,78.571,62.194,92.0,100.0,44.0
BI6505,2026,Resident,16,62.861,GOOD VALUE,43.75,62.194,84.0,100.0,44.0
BI6505,2026,Resident,15,49.849,POINT CREEP WARNING,10.0,62.194,76.0,100.0,44.0
BI6505,2026,Resident,14,48.648,POINT CREEP WARNING,10.0,62.194,68.0,100.0,44.0
BI6505,2026,Resident,13,54.886,SLEEPER,31.25,62.194,60.0,100.0,44.0
BI6505,2026,Resident,12,47.521,POINT CREEP WARNING,13.636,62.194,52.0,100.0,44.0
BI6505,2026,Resident,11,45.923,POINT CREEP WARNING,12.5,62.194,44.0,100.0,44.0
BI6505,2026,Resident,10,40.445,POINT CREEP WARNING,3.846,62.194,36.0,91.667,44.0
BI6505,2026,Resident,9,37.101,POINT CREEP WARNING,3.333,62.194,28.0,78.571,44.0
BI6505,2026,Resident,8,35.901,POINT CREEP WARNING,3.333,62.194,20.0,78.571,44.0
BI6505,2026,Resident,7,32.568,POINT CREEP WARNING,10.417,62.194,12.0,47.826,44.0
BI6505,2026,Resident,6,29.155,POINT CREEP WARNING,8.333,62.194,4.0,37.931,44.0
BI6505,2026,Resident,5,28.923,POINT CREEP WARNING,6.0,62.194,0.0,45.833,44.0
BI6505,2026,Resident,4,27.935,POINT CREEP WARNING,5.357,62.194,0.0,40.741,44.0
BI6505,2026,Resident,3,25.818,POINT CREEP WARNING,1.562,62.194,0.0,35.484,44.0
BI6505,2026,Resident,2,24.617,POINT CREEP WARNING,1.25,62.194,0.0,28.205,44.0
BI6505,2026,Resident,1,30.036,POINT CREEP WARNING,2.632,62.194,0.0,61.111,44.0
BI6505,2026,Resident,0,23.908,POINT CREEP WARNING,1.064,62.194,0.0,23.913,44.0
BI6506,2026,Resident,19,83.183,STRONG APPLY,100.0,67.667,84.0,100.0,36.667
BI6506,2026,Resident,18,84.383,STRONG APPLY,100.0,67.667,92.0,100.0,36.667
BI6506,2026,Resident,17,85.583,STRONG APPLY,100.0,67.667,100.0,100.0,36.667
BI6506,2026,Resident,16,77.821,STRONG APPLY,81.25,67.667,92.0,100.0,36.667
BI6506,2026,Resident,15,60.433,GOOD VALUE,35.0,67.667,84.0,100.0,36.667
BI6506,2026,Resident,14,49.483,POINT CREEP WARNING,7.143,67.667,76.0,100.0,36.667
BI6506,2026,Resident,13,60.367,GOOD VALUE,41.667,67.667,68.0,100.0,36.667
BI6506,2026,Resident,12,52.083,SLEEPER,21.429,67.667,60.0,100.0,36.667
BI6506,2026,Resident,11,45.328,POINT CREEP WARNING,5.556,67.667,52.0,100.0,36.667
BI6506,2026,Resident,10,46.558,POINT CREEP WARNING,12.5,67.667,44.0,100.0,36.667
BI6506,2026,Resident,9,39.926,POINT CREEP WARNING,3.571,67.667,36.0,84.615,36.667
BI6506,2026,Resident,8,36.125,POINT CREEP WARNING,2.941,67.667,28.0,68.75,36.667
BI6506,2026,Resident,7,34.403,POINT CREEP WARNING,10.417,67.667,20.0,47.826,36.667
BI6506,2026,Resident,6,26.825,POINT CREEP WARNING,1.19,67.667,12.0,26.829,36.667
BI6506,2026,Resident,5,27.946,POINT CREEP WARNING,6.579,67.667,4.0,29.73,36.667
BI6506,2026,Resident,4,27.728,POINT CREEP WARNING,6.944,67.667,0.0,31.429,36.667
BI6506,2026,Resident,3,27.525,POINT CREEP WARNING,8.333,67.667,0.0,26.829,36.667
BI6506,2026,Resident,2,25.252,POINT CREEP WARNING,1.25,67.667,0.0,28.205,36.667
BI6506,2026,Resident,1,36.043,POINT CREEP WARNING,14.706,67.667,0.0,68.75,36.667
BI6506,2026,Resident,0,24.378,POINT CREEP WARNING,1.02,67.667,0.0,22.917,36.667
BI6509,2026,Resident,21,35.536,INSUFFICIENT DATA,0.0,56.943,92.0,0.0,75.0
BI6509,2026,Resident,19,63.661,GOOD VALUE,37.5,56.943,92.0,100.0,75.0
BI6509,2026,Resident,18,52.836,GOOD VALUE,10.0,56.943,84.0,100.0,75.0
BI6509,2026,Resident,17,51.636,GOOD VALUE,10.0,56.943,76.0,100.0,75.0
BI6509,2026,Resident,16,49.852,GOOD VALUE,8.333,56.943,68.0,100.0,75.0
BI6509,2026,Resident,15,48.652,GOOD VALUE,8.333,56.943,60.0,100.0,75.0
BI6509,2026,Resident,14,48.911,GOOD VALUE,12.5,56.943,52.0,100.0,75.0
BI6509,2026,Resident,13,43.336,LOW VALUE,7.143,56.943,44.0,83.333,75.0
BI6509,2026,Resident,12,40.719,LOW VALUE,15.0,56.943,36.0,55.556,75.0
BI6509,2026,Resident,11,38.838,LOW VALUE,6.25,56.943,28.0,71.429,75.0
BI6509,2026,Resident,10,33.012,DO NOT BURN POINTS,4.167,56.943,20.0,45.455,75.0
BI6509,2026,Resident,9,27.209,DO NOT BURN POINTS,1.923,56.943,12.0,20.0,75.0
BI6509,2026,Resident,8,26.672,DO NOT BURN POINTS,5.0,56.943,4.0,17.241,75.0
BI6509,2026,Resident,7,25.139,DO NOT BURN POINTS,1.786,56.943,0.0,18.519,75.0
BI6509,2026,Resident,6,24.8,DO NOT BURN POINTS,1.613,56.943,0.0,16.667,75.0
BI6509,2026,Resident,5,24.442,DO NOT BURN POINTS,1.429,56.943,0.0,14.706,75.0
BI6509,2026,Resident,4,24.8,DO NOT BURN POINTS,1.613,56.943,0.0,16.667,75.0
BI6509,2026,Resident,3,24.8,DO NOT BURN POINTS,1.613,56.943,0.0,16.667,75.0
BI6509,2026,Resident,2,24.292,DO NOT BURN POINTS,1.351,56.943,0.0,13.889,75.0
BI6509,2026,Resident,1,27.829,DO NOT BURN POINTS,3.125,56.943,0.0,33.333,75.0
BI6509,2026,Resident,0,23.579,DO NOT BURN POINTS,0.98,56.943,0.0,10.0,75.0
BI6516,2026,Resident,28,41.4,INSUFFICIENT DATA,0.0,78.4,92.0,0.0,80.0
BI6516,2026,Resident,26,65.195,SLEEPER,31.25,78.4,92.0,85.714,80.0
BI6516,2026,Resident,25,53.394,HIGH QUALITY / BAD ODDS,5.556,78.4,84.0,75.0,80.0
BI6516,2026,Resident,24,50.75,HIGH QUALITY / BAD ODDS,5.0,78.4,76.0,66.667,80.0
BI6516,2026,Resident,23,47.081,HIGH QUALITY / BAD ODDS,9.375,78.4,68.0,40.0,80.0
BI6516,2026,Resident,22,45.446,HIGH QUALITY / BAD ODDS,3.846,78.4,60.0,50.0,80.0
BI6516,2026,Resident,21,52.9,HIGH QUALITY / BAD ODDS,7.143,78.4,52.0,100.0,80.0
BI6516,2026,Resident,20,45.95,HIGH QUALITY / BAD ODDS,5.0,78.4,44.0,66.667,80.0
BI6516,2026,Resident,19,43.591,HIGH QUALITY / BAD ODDS,4.545,78.4,36.0,60.0,80.0
BI6516,2026,Resident,18,46.845,HIGH QUALITY / BAD ODDS,6.25,78.4,28.0,85.714,80.0
BI6516,2026,Resident,17,37.694,HIGH QUALITY / BAD ODDS,3.125,78.4,20.0,40.0,80.0
BI6516,2026,Resident,16,33.673,HIGH QUALITY / BAD ODDS,1.923,78.4,12.0,24.0,80.0
BI6516,2026,Resident,15,32.842,HIGH QUALITY / BAD ODDS,2.083,78.4,4.0,26.087,80.0
BI6516,2026,Resident,14,32.05,HIGH QUALITY / BAD ODDS,2.0,78.4,0.0,25.0,80.0
BI6516,2026,Resident,13,33.974,HIGH QUALITY / BAD ODDS,6.522,78.4,0.0,27.273,80.0
BI6516,2026,Resident,12,31.558,HIGH QUALITY / BAD ODDS,1.786,78.4,0.0,22.222,80.0
BI6516,2026,Resident,11,30.658,HIGH QUALITY / BAD ODDS,1.389,78.4,0.0,17.143,80.0
BI6516,2026,Resident,10,30.658,HIGH QUALITY / BAD ODDS,1.389,78.4,0.0,17.143,80.0
BI6516,2026,Resident,9,29.549,HIGH QUALITY / BAD ODDS,0.893,78.4,0.0,10.909,80.0
BI6516,2026,Resident,8,29.417,HIGH QUALITY / BAD ODDS,0.833,78.4,0.0,10.169,80.0
BI6516,2026,Resident,7,29.302,HIGH QUALITY / BAD ODDS,0.781,78.4,0.0,9.524,80.0
BI6516,2026,Resident,6,29.177,HIGH QUALITY / BAD ODDS,0.725,78.4,0.0,8.824,80.0
BI6516,2026,Resident,5,28.893,HIGH QUALITY / BAD ODDS,0.595,78.4,0.0,7.229,80.0
BI6516,2026,Resident,4,28.766,HIGH QUALITY / BAD ODDS,0.538,78.4,0.0,6.522,80.0
BI6516,2026,Resident,3,28.819,HIGH QUALITY / BAD ODDS,0.562,78.4,0.0,6.818,80.0
BI6516,2026,Resident,2,28.622,HIGH QUALITY / BAD ODDS,0.472,78.4,0.0,5.714,80.0
BI6516,2026,Resident,1,29.879,HIGH QUALITY / BAD ODDS,1.042,78.4,0.0,12.766,80.0
BI6516,2026,Resident,0,28.33,HIGH QUALITY / BAD ODDS,0.338,78.4,0.0,4.082,80.0
BI6528,2026,Resident,25,39.1,INSUFFICIENT DATA,0.0,80.4,60.0,0.0,100.0
BI6528,2026,Resident,23,41.5,INSUFFICIENT DATA,0.0,80.4,76.0,0.0,100.0
BI6528,2026,Resident,21,93.9,STRONG APPLY,100.0,80.4,92.0,100.0,100.0
BI6528,2026,Resident,19,67.65,SLEEPER,25.0,80.4,92.0,100.0,100.0
