"timestamp_utc","status","local_path","bucket","object_key","size_bytes","sha256","wrangler_output"
"2026-06-05T19:29:51.5765340Z","UPLOADED","..\..\R2_OFFLOAD_TEMP\hq_20260605T192909Z\ml_draw_predictions_with_harvest_features.csv","uoga-data","pipeline/R2_OFFLOAD/uploaded/harvest_quality_20260605_unzipped/ml_draw_predictions_with_harvest_features.csv","50079380","2c9143baa79d04d999eeb804971732cd0170e343e6b6c4eff56bbfce57faf42e","?? wrangler 4.95.0 (update available 4.98.0) ????????????????????????????????????????????? Resource location: remote   Creating object ""pipeline/R2_OFFLOAD/uploaded/harvest_quality_20260605_unzipped/ml_draw_predictions_with_harvest_features.csv"" in bucket ""uoga-data"". Upload complete."
"2026-06-05T19:29:53.6921446Z","UPLOADED","..\..\R2_OFFLOAD_TEMP\hq_20260605T192909Z\raw_packages\2021_for_2022_harvest_results_2021_for_2022_database\harvest_quality_features_by_hunt_code_2021_for_2022.csv","uoga-data","pipeline/R2_OFFLOAD/uploaded/harvest_quality_20260605_unzipped/raw_packages/2021_for_2022_harvest_results_2021_for_2022_database/harvest_quality_features_by_hunt_code_2021_for_2022.csv","184092","e543331799ad7be13f403010d3f7eac542bf0b9682f1b5c97a9d31b6592b6a7c","?? wrangler 4.95.0 (update available 4.98.0) ????????????????????????????????????????????? Resource location: remote   Creating object ""pipeline/R2_OFFLOAD/uploaded/harvest_quality_20260605_unzipped/raw_packages/2021_for_2022_harvest_results_2021_for_2022_database/harvest_quality_features_by_hunt_code_2021_for_2022.csv"" in bucket ""uoga-data"". Upload complete."
"2026-06-05T19:29:55.6742866Z","UPLOADED","..\..\R2_OFFLOAD_TEMP\hq_20260605T192909Z\raw_packages\2021_for_2022_harvest_results_2021_for_2022_database\harvest_results_2021_for_2022_all_long.csv","uoga-data","pipeline/R2_OFFLOAD/uploaded/harvest_quality_20260605_unzipped/raw_packages/2021_for_2022_harvest_results_2021_for_2022_database/harvest_results_2021_for_2022_all_long.csv","450975","3d6dcc8735782bd6a494f47f67dff39779fb33c880af8d62a8ff9b04c1ad6444","?? wrangler 4.95.0 (update available 4.98.0) ????????????????????????????????????????????? Resource location: remote   Creating object ""pipeline/R2_OFFLOAD/uploaded/harvest_quality_20260605_unzipped/raw_packages/2021_for_2022_harvest_results_2021_for_2022_database/harvest_results_2021_for_2022_all_long.csv"" in bucket ""uoga-data"". Upload complete."
"2026-06-05T19:29:57.7319879Z","UPLOADED","..\..\R2_OFFLOAD_TEMP\hq_20260605T192909Z\raw_packages\2021_for_2022_harvest_results_2021_for_2022_database\harvest_results_2021_for_2022_antlerless_deer.csv","uoga-data","pipeline/R2_OFFLOAD/uploaded/harvest_quality_20260605_unzipped/raw_packages/2021_for_2022_harvest_results_2021_for_2022_database/harvest_results_2021_for_2022_antlerless_deer.csv","12807","3d2100374c1a57b8c4cd62393c9164d0049581cb4c2f53159a0bc2aa46448c79","?? wrangler 4.95.0 (update available 4.98.0) ????????????????????????????????????????????? Resource location: remote   Creating object ""pipeline/R2_OFFLOAD/uploaded/harvest_quality_20260605_unzipped/raw_packages/2021_for_2022_harvest_results_2021_for_2022_database/harvest_results_2021_for_2022_antlerless_deer.csv"" in bucket ""uoga-data"". Upload complete."
"2026-06-05T19:29:59.6111852Z","UPLOADED","..\..\R2_OFFLOAD_TEMP\hq_20260605T192909Z\raw_packages\2021_for_2022_harvest_results_2021_for_2022_database\harvest_results_2021_for_2022_antlerless_elk.csv","uoga-data","pipeline/R2_OFFLOAD/uploaded/harvest_quality_20260605_unzipped/raw_packages/2021_for_2022_harvest_results_2021_for_2022_database/harvest_results_2021_for_2022_antlerless_elk.csv","84939","f0a0ee8192fc7798287b842312120c85d2d48eada78f923183dc492f5825cdc9","?? wrangler 4.95.0 (update available 4.98.0) ????????????????????????????????????????????? Resource location: remote   Creating object ""pipeline/R2_OFFLOAD/uploaded/harvest_quality_20260605_unzipped/raw_packages/2021_for_2022_harvest_results_2021_for_2022_database/harvest_results_2021_for_2022_antlerless_elk.csv"" in bucket ""uoga-data"". Upload complete."
"2026-06-05T19:30:03.1466094Z","UPLOADED","..\..\R2_OFFLOAD_TEMP\hq_20260605T192909Z\raw_packages\2021_for_2022_harvest_results_2021_for_2022_database\harvest_results_2021_for_2022_bison.csv","uoga-data","pipeline/R2_OFFLOAD/uploaded/harvest_quality_20260605_unzipped/raw_packages/2021_for_2022_harvest_results_2021_for_2022_database/harvest_results_2021_for_2022_bison.csv","6386","3a33aa3f332745a0d33aa313111b12fbbefe3ec75a44b0177cea7d08a0450dfc","?? wrangler 4.95.0 (update available 4.98.0) ????????????????????????????????????????????? Resource location: remote   Creating object ""pipeline/R2_OFFLOAD/uploaded/harvest_quality_20260605_unzipped/raw_packages/2021_for_2022_harvest_results_2021_for_2022_database/harvest_results_2021_for_2022_bison.csv"" in bucket ""uoga-data"". Upload complete."
"2026-06-05T19:30:06.2354087Z","UPLOADED","..\..\R2_OFFLOAD_TEMP\hq_20260605T192909Z\raw_packages\2021_for_2022_harvest_results_2021_for_2022_database\harvest_results_2021_for_2022_black_bear.csv","uoga-data","pipeline/R2_OFFLOAD/uploaded/harvest_quality_20260605_unzipped/raw_packages/2021_for_2022_harvest_results_2021_for_2022_database/harvest_results_2021_for_2022_black_bear.csv","58639","91c533826d195f0485ec1f9e3ffcea6bcdf797011c07db7dcd4f0dc68e21d638","?? wrangler 4.95.0 (update available 4.98.0) ????????????????????????????????????????????? Resource location: remote   Creating object ""pipeline/R2_OFFLOAD/uploaded/harvest_quality_20260605_unzipped/raw_packages/2021_for_2022_harvest_results_2021_for_2022_database/harvest_results_2021_for_2022_black_bear.csv"" in bucket ""uoga-data"". Upload complete."
"2026-06-05T19:30:08.3808451Z","UPLOADED","..\..\R2_OFFLOAD_TEMP\hq_20260605T192909Z\raw_packages\2021_for_2022_harvest_results_2021_for_2022_database\harvest_results_2021_for_2022_database_report.json","uoga-data","pipeline/R2_OFFLOAD/uploaded/harvest_quality_20260605_unzipped/raw_packages/2021_for_2022_harvest_results_2021_for_2022_database/harvest_results_2021_for_2022_database_report.json","2056","ebc5f623985f4dce5ba87d92beafe16d3a6a151b950ead0f08afe631beb845c3","?? wrangler 4.95.0 (update available 4.98.0) ????????????????????????????????????????????? Resource location: remote   Creating object ""pipeline/R2_OFFLOAD/uploaded/harvest_quality_20260605_unzipped/raw_packages/2021_for_2022_harvest_results_2021_for_2022_database/harvest_results_2021_for_2022_database_report.json"" in bucket ""uoga-data"". Upload complete."
"2026-06-05T19:30:10.8196268Z","UPLOADED","..\..\R2_OFFLOAD_TEMP\hq_20260605T192909Z\raw_packages\2021_for_2022_harvest_results_2021_for_2022_database\harvest_results_2021_for_2022_database_report.md","uoga-data","pipeline/R2_OFFLOAD/uploaded/harvest_quality_20260605_unzipped/raw_packages/2021_for_2022_harvest_results_2021_for_2022_database/harvest_results_2021_for_2022_database_report.md","561","302ffab6040acb64b2d4131a401d74cf58f5052aed6fafc170a4e9b8f93f5b05","?? wrangler 4.95.0 (update available 4.98.0) ????????????????????????????????????????????? Resource location: remote   Creating object ""pipeline/R2_OFFLOAD/uploaded/harvest_quality_20260605_unzipped/raw_packages/2021_for_2022_harvest_results_2021_for_2022_database/harvest_results_2021_for_2022_database_report.md"" in bucket ""uoga-data"". Upload complete."
"2026-06-05T19:30:12.7735049Z","UPLOADED","..\..\R2_OFFLOAD_TEMP\hq_20260605T192909Z\raw_packages\2021_for_2022_harvest_results_2021_for_2022_database\harvest_results_2021_for_2022_deer.csv","uoga-data","pipeline/R2_OFFLOAD/uploaded/harvest_quality_20260605_unzipped/raw_packages/2021_for_2022_harvest_results_2021_for_2022_database/harvest_results_2021_for_2022_deer.csv","142779","f77b1f3dcb7bdc6b7c2f843d6681a872abbeb6b4a1c0401ecff4a7cfe6b559dc","?? wrangler 4.95.0 (update available 4.98.0) ????????????????????????????????????????????? Resource location: remote   Creating object ""pipeline/R2_OFFLOAD/uploaded/harvest_quality_20260605_unzipped/raw_packages/2021_for_2022_harvest_results_2021_for_2022_database/harvest_results_2021_for_2022_deer.csv"" in bucket ""uoga-data"". Upload complete."
"2026-06-05T19:30:15.1847726Z","UPLOADED","..\..\R2_OFFLOAD_TEMP\hq_20260605T192909Z\raw_packages\2021_for_2022_harvest_results_2021_for_2022_database\harvest_results_2021_for_2022_desert_bighorn_sheep.csv","uoga-data","pipeline/R2_OFFLOAD/uploaded/harvest_quality_20260605_unzipped/raw_packages/2021_for_2022_harvest_results_2021_for_2022_database/harvest_results_2021_for_2022_desert_bighorn_sheep.csv","9638","2d2f98bd6cd8b8d8be2fb56d62f06d640c7cd69945cf2183fbde74515c31c13b","?? wrangler 4.95.0 (update available 4.98.0) ????????????????????????????????????????????? Resource location: remote   Creating object ""pipeline/R2_OFFLOAD/uploaded/harvest_quality_20260605_unzipped/raw_packages/2021_for_2022_harvest_results_2021_for_2022_database/harvest_results_2021_for_2022_desert_bighorn_sheep.csv"" in bucket ""uoga-data"". Upload complete."
"2026-06-05T19:30:17.9499116Z","UPLOADED","..\..\R2_OFFLOAD_TEMP\hq_20260605T192909Z\raw_packages\2021_for_2022_harvest_results_2021_for_2022_database\harvest_results_2021_for_2022_elk.csv","uoga-data","pipeline/R2_OFFLOAD/uploaded/harvest_quality_20260605_unzipped/raw_packages/2021_for_2022_harvest_results_2021_for_2022_database/harvest_results_2021_for_2022_elk.csv","71537","03b404bd61d1f3f27da1e3cd30bed9c5043a0193d8c8d7b274067aa354063fb4","?? wrangler 4.95.0 (update available 4.98.0) ????????????????????????????????????????????? Resource location: remote   Creating object ""pipeline/R2_OFFLOAD/uploaded/harvest_quality_20260605_unzipped/raw_packages/2021_for_2022_harvest_results_2021_for_2022_database/harvest_results_2021_for_2022_elk.csv"" in bucket ""uoga-data"". Upload complete."
"2026-06-05T19:30:19.9180197Z","UPLOADED","..\..\R2_OFFLOAD_TEMP\hq_20260605T192909Z\raw_packages\2021_for_2022_harvest_results_2021_for_2022_database\harvest_results_2021_for_2022_hunt_code_keyed.csv","uoga-data","pipeline/R2_OFFLOAD/uploaded/harvest_quality_20260605_unzipped/raw_packages/2021_for_2022_harvest_results_2021_for_2022_database/harvest_results_2021_for_2022_hunt_code_keyed.csv","170333","c448f82475f9967e2fb3c9187d458c5c8c976b5018adbaec0615bd3c2164d910","?? wrangler 4.95.0 (update available 4.98.0) ????????????????????????????????????????????? Resource location: remote   Creating object ""pipeline/R2_OFFLOAD/uploaded/harvest_quality_20260605_unzipped/raw_packages/2021_for_2022_harvest_results_2021_for_2022_database/harvest_results_2021_for_2022_hunt_code_keyed.csv"" in bucket ""uoga-data"". Upload complete."
"2026-06-05T19:30:21.9650351Z","UPLOADED","..\..\R2_OFFLOAD_TEMP\hq_20260605T192909Z\raw_packages\2021_for_2022_harvest_results_2021_for_2022_database\harvest_results_2021_for_2022_moose.csv","uoga-data","pipeline/R2_OFFLOAD/uploaded/harvest_quality_20260605_unzipped/raw_packages/2021_for_2022_harvest_results_2021_for_2022_database/harvest_results_2021_for_2022_moose.csv","15337","2a86fbbc6376e4e4b0ae850cfd51a1a77f8b8b223802ae8f02066f4ce35e86b7","?? wrangler 4.95.0 (update available 4.98.0) ????????????????????????????????????????????? Resource location: remote   Creating object ""pipeline/R2_OFFLOAD/uploaded/harvest_quality_20260605_unzipped/raw_packages/2021_for_2022_harvest_results_2021_for_2022_database/harvest_results_2021_for_2022_moose.csv"" in bucket ""uoga-data"". Upload complete."
"2026-06-05T19:30:23.9173205Z","UPLOADED","..\..\R2_OFFLOAD_TEMP\hq_20260605T192909Z\raw_packages\2021_for_2022_harvest_results_2021_for_2022_database\harvest_results_2021_for_2022_mountain_goat.csv","uoga-data","pipeline/R2_OFFLOAD/uploaded/harvest_quality_20260605_unzipped/raw_packages/2021_for_2022_harvest_results_2021_for_2022_database/harvest_results_2021_for_2022_mountain_goat.csv","8182","e349f9a0c47b20c730f85b8f6920e268f23f8f0786980287fa2bdf5d4ba6867f","?? wrangler 4.95.0 (update available 4.98.0) ????????????????????????????????????????????? Resource location: remote   Creating object ""pipeline/R2_OFFLOAD/uploaded/harvest_quality_20260605_unzipped/raw_packages/2021_for_2022_harvest_results_2021_for_2022_database/harvest_results_2021_for_2022_mountain_goat.csv"" in bucket ""uoga-data"". Upload complete."
"2026-06-05T19:30:25.9158371Z","UPLOADED","..\..\R2_OFFLOAD_TEMP\hq_20260605T192909Z\raw_packages\2021_for_2022_harvest_results_2021_for_2022_database\harvest_results_2021_for_2022_pronghorn.csv","uoga-data","pipeline/R2_OFFLOAD/uploaded/harvest_quality_20260605_unzipped/raw_packages/2021_for_2022_harvest_results_2021_for_2022_database/harvest_results_2021_for_2022_pronghorn.csv","36438","dafbaf64ef440ce3a77b67375d3140b84214eae9d6ab81cc2f329b1d44d28807","?? wrangler 4.95.0 (update available 4.98.0) ????????????????????????????????????????????? Resource location: remote   Creating object ""pipeline/R2_OFFLOAD/uploaded/harvest_quality_20260605_unzipped/raw_packages/2021_for_2022_harvest_results_2021_for_2022_database/harvest_results_2021_for_2022_pronghorn.csv"" in bucket ""uoga-data"". Upload complete."
"2026-06-05T19:30:27.9836512Z","UPLOADED","..\..\R2_OFFLOAD_TEMP\hq_20260605T192909Z\raw_packages\2021_for_2022_harvest_results_2021_for_2022_database\harvest_results_2021_for_2022_rocky_mountain_bighorn_sheep.csv","uoga-data","pipeline/R2_OFFLOAD/uploaded/harvest_quality_20260605_unzipped/raw_packages/2021_for_2022_harvest_results_2021_for_2022_database/harvest_results_2021_for_2022_rocky_mountain_bighorn_sheep.csv","8863","a9a07e5956508d148bfeceb91046ca400f7185f44a0ec8f248a6195be182562b","?? wrangler 4.95.0 (update available 4.98.0) ????????????????????????????????????????????? Resource location: remote   Creating object ""pipeline/R2_OFFLOAD/uploaded/harvest_quality_20260605_unzipped/raw_packages/2021_for_2022_harvest_results_2021_for_2022_database/harvest_results_2021_for_2022_rocky_mountain_bighorn_sheep.csv"" in bucket ""uoga-data"". Upload complete."
"2026-06-05T19:30:29.8525934Z","UPLOADED","..\..\R2_OFFLOAD_TEMP\hq_20260605T192909Z\raw_packages\2021_for_2022_harvest_results_2021_for_2022_database\harvest_results_2021_for_2022_summary.csv","uoga-data","pipeline/R2_OFFLOAD/uploaded/harvest_quality_20260605_unzipped/raw_packages/2021_for_2022_harvest_results_2021_for_2022_database/harvest_results_2021_for_2022_summary.csv","599","b655f493a9df413828894036f641de5a37d959ea1357e07c45594504b12f25d9","?? wrangler 4.95.0 (update available 4.98.0) ????????????????????????????????????????????? Resource location: remote   Creating object ""pipeline/R2_OFFLOAD/uploaded/harvest_quality_20260605_unzipped/raw_packages/2021_for_2022_harvest_results_2021_for_2022_database/harvest_results_2021_for_2022_summary.csv"" in bucket ""uoga-data"". Upload complete."
"2026-06-05T19:30:32.2301889Z","UPLOADED","..\..\R2_OFFLOAD_TEMP\hq_20260605T192909Z\raw_packages\2021_for_2022_harvest_results_2021_for_2022_database\utah_harvest_results_2021_for_2022.sqlite","uoga-data","pipeline/R2_OFFLOAD/uploaded/harvest_quality_20260605_unzipped/raw_packages/2021_for_2022_harvest_results_2021_for_2022_database/utah_harvest_results_2021_for_2022.sqlite","819200","79b48733b280dff47f5da824b127ec2744bcddeb31612294b646e7c03e0012df","?? wrangler 4.95.0 (update available 4.98.0) ????????????????????????????????????????????? Resource location: remote   Creating object ""pipeline/R2_OFFLOAD/uploaded/harvest_quality_20260605_unzipped/raw_packages/2021_for_2022_harvest_results_2021_for_2022_database/utah_harvest_results_2021_for_2022.sqlite"" in bucket ""uoga-data"". Upload complete."
"2026-06-05T19:30:34.1559209Z","UPLOADED","..\..\R2_OFFLOAD_TEMP\hq_20260605T192909Z\raw_packages\2022_for_2023_harvest_results_2022_for_2023_database\harvest_quality_features_by_hunt_code_2022_for_2023.csv","uoga-data","pipeline/R2_OFFLOAD/uploaded/harvest_quality_20260605_unzipped/raw_packages/2022_for_2023_harvest_results_2022_for_2023_database/harvest_quality_features_by_hunt_code_2022_for_2023.csv","108717","0157cb8f915a9c2d4fffcd88f0a3b5c074aea4621a7de4ae6ed758d3811acd33","?? wrangler 4.95.0 (update available 4.98.0) ????????????????????????????????????????????? Resource location: remote   Creating object ""pipeline/R2_OFFLOAD/uploaded/harvest_quality_20260605_unzipped/raw_packages/2022_for_2023_harvest_results_2022_for_2023_database/harvest_quality_features_by_hunt_code_2022_for_2023.csv"" in bucket ""uoga-data"". Upload complete."
"2026-06-05T19:30:36.2908643Z","UPLOADED","..\..\R2_OFFLOAD_TEMP\hq_20260605T192909Z\raw_packages\2022_for_2023_harvest_results_2022_for_2023_database\harvest_results_2022_for_2023_all_long.csv","uoga-data","pipeline/R2_OFFLOAD/uploaded/harvest_quality_20260605_unzipped/raw_packages/2022_for_2023_harvest_results_2022_for_2023_database/harvest_results_2022_for_2023_all_long.csv","352426","e401bd49cf376a4b73ec2580336dc5567c10ea37720e0b90c88899abc3eecb04","?? wrangler 4.95.0 (update available 4.98.0) ????????????????????????????????????????????? Resource location: remote   Creating object ""pipeline/R2_OFFLOAD/uploaded/harvest_quality_20260605_unzipped/raw_packages/2022_for_2023_harvest_results_2022_for_2023_database/harvest_results_2022_for_2023_all_long.csv"" in bucket ""uoga-data"". Upload complete."
"2026-06-05T19:30:38.1524471Z","UPLOADED","..\..\R2_OFFLOAD_TEMP\hq_20260605T192909Z\raw_packages\2022_for_2023_harvest_results_2022_for_2023_database\harvest_results_2022_for_2023_antlerless.csv","uoga-data","pipeline/R2_OFFLOAD/uploaded/harvest_quality_20260605_unzipped/raw_packages/2022_for_2023_harvest_results_2022_for_2023_database/harvest_results_2022_for_2023_antlerless.csv","81011","302a943ce66b01eb3c65c370b535d8f2d431240d92d33aba04149205ba8cb65a","?? wrangler 4.95.0 (update available 4.98.0) ????????????????????????????????????????????? Resource location: remote   Creating object ""pipeline/R2_OFFLOAD/uploaded/harvest_quality_20260605_unzipped/raw_packages/2022_for_2023_harvest_results_2022_for_2023_database/harvest_results_2022_for_2023_antlerless.csv"" in bucket ""uoga-data"". Upload complete."
"2026-06-05T19:30:40.1866099Z","UPLOADED","..\..\R2_OFFLOAD_TEMP\hq_20260605T192909Z\raw_packages\2022_for_2023_harvest_results_2022_for_2023_database\harvest_results_2022_for_2023_black_bear.csv","uoga-data","pipeline/R2_OFFLOAD/uploaded/harvest_quality_20260605_unzipped/raw_packages/2022_for_2023_harvest_results_2022_for_2023_database/harvest_results_2022_for_2023_black_bear.csv","41285","713b544c9abd9b76448a4b322d3eab2aaf5cd38c7ad5f7dcf5b32377481abea2","?? wrangler 4.95.0 (update available 4.98.0) ????????????????????????????????????????????? Resource location: remote   Creating object ""pipeline/R2_OFFLOAD/uploaded/harvest_quality_20260605_unzipped/raw_packages/2022_for_2023_harvest_results_2022_for_2023_database/harvest_results_2022_for_2023_black_bear.csv"" in bucket ""uoga-data"". Upload complete."
"2026-06-05T19:30:42.2131445Z","UPLOADED","..\..\R2_OFFLOAD_TEMP\hq_20260605T192909Z\raw_packages\2022_for_2023_harvest_results_2022_for_2023_database\harvest_results_2022_for_2023_cougar.csv","uoga-data","pipeline/R2_OFFLOAD/uploaded/harvest_quality_20260605_unzipped/raw_packages/2022_for_2023_harvest_results_2022_for_2023_database/harvest_results_2022_for_2023_cougar.csv","16892","6c2978fb7c2fb7cd0c9a8c7d8187bc1561abd2c5755f5384b42a767b8f292a80","?? wrangler 4.95.0 (update available 4.98.0) ????????????????????????????????????????????? Resource location: remote   Creating object ""pipeline/R2_OFFLOAD/uploaded/harvest_quality_20260605_unzipped/raw_packages/2022_for_2023_harvest_results_2022_for_2023_database/harvest_results_2022_for_2023_cougar.csv"" in bucket ""uoga-data"". Upload complete."
"2026-06-05T19:30:44.7649887Z","UPLOADED","..\..\R2_OFFLOAD_TEMP\hq_20260605T192909Z\raw_packages\2022_for_2023_harvest_results_2022_for_2023_database\harvest_results_2022_for_2023_database_report.json","uoga-data","pipeline/R2_OFFLOAD/uploaded/harvest_quality_20260605_unzipped/raw_packages/2022_for_2023_harvest_results_2022_for_2023_database/harvest_results_2022_for_2023_database_report.json","3012","a7d8b101cf67da66ca4df4cf79cc985282847b5e620a2427de04fe30e3678476","?? wrangler 4.95.0 (update available 4.98.0) ????????????????????????????????????????????? Resource location: remote   Creating object ""pipeline/R2_OFFLOAD/uploaded/harvest_quality_20260605_unzipped/raw_packages/2022_for_2023_harvest_results_2022_for_2023_database/harvest_results_2022_for_2023_database_report.json"" in bucket ""uoga-data"". Upload complete."
