game_family,species,sex_type,hunt_code,hunt_name,hunt_type,draw_design,weapon,season,boundary_id,permits_2026_res,permits_2026_nr,permits_2026_total,source_file
Deer | Antlerless,Deer,Antlerless,DA1001,"Box Elder, West Bear River",General Season,Preference,"Archery, Muzzleloader, Shotgun",Aug 18 2026 - Aug 30 2026,28,,,30,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA2030,Diamond Mtn,Over-the-Counter,Capped Permits,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,206,,,200,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA2033,Kamas,General Season,Preference,Archery,Aug 15 2026 - Sept 16 2026,611,180,20,200,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA2034,"Nine Mile, Anthro",General Season,Preference,Archery,Aug 15 2026 - Sept 16 2026,128,180,20,200,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA2036,"Oquirrh-Stansbury, East",General Season,Preference,Any Legal Weapon,Nov 07 2026 - Jan 31 2027,86,63,7,70,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA2037,Yellowstone,General Season,Preference,Archery,Aug 15 2026 - Sept 16 2026,613,180,20,200,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA2038,Wasatch Mtns,General Season,Preference,Archery,Aug 15 2026 - Sept 04 2026,222,1080,120,1200,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA2039,"Fillmore, Pahvant",Over-the-Counter,Capped Permits,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,88,,,150,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA2040,Kamas,Over-the-Counter,Capped Permits,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,611,,,150,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA2041,Cache (Conservation),Conservation,Organizations,Any Legal Weapon,"Oct 3 - Oct 25, 2026",5117,,,0,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA2045,Wasatch Mtns (Conservation),Conservation,Organizations,Any Legal Weapon,"Oct 3 - Oct 15, 2026 & Nov 14, 2026 - Jan 31, 2027",5118,,,0,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA2046,"Box Elder, Sawtooth",Over-the-Counter,Capped Permits,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,868,,,25,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Moose | Antlerless,Moose,Antlerless,MA1005,Morgan-South Rich,Limited Entry,Max/Weighted Split,Any Legal Weapon,Sept 19 2026 - Oct 18 2026,117,2,1,3,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Moose&gender=Antlerless
Moose | Antlerless,Moose,Antlerless,MA1007,Morgan-South Rich,Limited Entry,Max/Weighted Split,Archery,Aug 01 2026 - Sept 18 2026,117,2,0,2,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Moose&gender=Antlerless
Moose | Antlerless,Moose,Antlerless,MA1008,"Wasatch Mtns, Salt Lake-Timpanogos",Limited Entry,Max/Weighted Split,Any Legal Weapon,Sept 19 2026 - Oct 18 2026,937,2,0,2,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Moose&gender=Antlerless
Moose | Antlerless,Moose,Antlerless,MA1010,Deseret CWMU,CWMU,Preference,Any Legal Weapon,Contact Operator for 2026 season dates,568,2,0,2,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Moose&gender=Antlerless
Moose | Antlerless,Moose,Antlerless,MA1011,Beaver Hollow CWMU,CWMU,Preference,Any Legal Weapon,Contact Operator for 2026 season dates,561,1,0,1,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Moose&gender=Antlerless
Pronghorn | Doe,Pronghorn,Doe,PD1000,"Box Elder, Snowville",General Season,Preference,Any Legal Weapon,Nov 07 2026 - Dec 06 2026,27,36,4,40,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Doe
Pronghorn | Doe,Pronghorn,Doe,PD1011,Deseret CWMU,CWMU,Preference,Any Legal Weapon,Contact Operator for 2026 season dates,568,40,0,40,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Doe
Pronghorn | Doe,Pronghorn,Doe,PD1012,"Box Elder, Promontory",General Season,Preference,Any Legal Weapon,Oct 03 2026 - Oct 25 2026,24,18,2,20,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Doe
Pronghorn | Doe,Pronghorn,Doe,PD1016,Zane CWMU,CWMU,Preference,Any Legal Weapon,Contact Operator for 2026 season dates,537,6,0,6,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Doe
Pronghorn | Doe,Pronghorn,Doe,PD1017,"Box Elder, West",General Season,Preference,Any Legal Weapon,Oct 03 2026 - Oct 25 2026,755,31,4,35,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Doe
Pronghorn | Doe,Pronghorn,Doe,PD1026,Pahvant Ensign CWMU,CWMU,Preference,Any Legal Weapon,Contact Operator for 2026 season dates,826,6,0,6,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Doe
Pronghorn | Doe,Pronghorn,Doe,PD1031,Westlake CWMU,CWMU,Preference,Any Legal Weapon,Contact Operator for 2026 season dates,558,9,0,9,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Doe
Pronghorn | Doe,Pronghorn,Doe,PD1033,"San Rafael, Poison Springs Bench",General Season,Preference,Any Legal Weapon,Oct 03 2026 - Oct 25 2026,110,13,2,15,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Doe
Pronghorn | Doe,Pronghorn,Doe,PD1034,"Fillmore, Oak Creek South",General Season,Preference,Any Legal Weapon,Aug 01 2026 - Aug 13 2026,81,27,3,30,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Doe
Pronghorn | Doe,Pronghorn,Doe,PD1035,"Fillmore, Oak Creek South",General Season,Preference,Any Legal Weapon,Oct 31 2026 - Nov 28 2026,81,27,3,30,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Doe
Pronghorn | Doe,Pronghorn,Doe,PD1039,"Panguitch Lake/Zion, North",General Season,Preference,Any Legal Weapon,Nov 07 2026 - Nov 15 2026,718,36,4,40,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Doe
Pronghorn | Doe,Pronghorn,Doe,PD1041,Heist CWMU,CWMU,Preference,Any Legal Weapon,Contact Operator for 2026 season dates,201,6,0,6,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Doe
Pronghorn | Doe,Pronghorn,Doe,PD1043,"Nine Mile, Anthro-Pleasant Valley",General Season,Preference,Any Legal Weapon,Aug 01 2026 - Aug 14 2026,882,9,1,10,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Doe
Pronghorn | Doe,Pronghorn,Doe,PD1044,Vernal-Ouray Valley,General Season,Preference,Any Legal Weapon,Oct 03 2026 - Oct 15 2026,895,4,1,5,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Doe
Pronghorn | Doe,Pronghorn,Doe,PD1047,Antelope Creek CWMU,CWMU,Preference,Any Legal Weapon,Contact Operator for 2026 season dates,581,6,0,6,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Doe
Pronghorn | Doe,Pronghorn,Doe,PD1048,The Rose of Snowville CWMU,CWMU,Preference,Any Legal Weapon,Contact Operator for 2026 season dates,509,2,0,2,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Doe
Pronghorn | Doe,Pronghorn,Doe,PD1050,Cottonwood Ridge CWMU,CWMU,Preference,Any Legal Weapon,Contact Operator for 2026 season dates,824,6,0,6,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Doe
Pronghorn | Doe,Pronghorn,Doe,PD1053,Green River Flat CWMU,CWMU,Preference,Any Legal Weapon,Contact Operator for 2026 season dates,918,6,0,6,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Doe
Pronghorn | Doe,Pronghorn,Doe,PD1054,Parker Mtn,General Season,Preference,Archery,Aug 29 2026 - Sept 11 2026,703,27,3,30,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Doe
Pronghorn | Doe,Pronghorn,Doe,PD1055,Parker Mtn,General Season,Preference,Muzzleloader,Oct 29 2026 - Nov 08 2026,703,31,4,35,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Doe
Pronghorn | Doe,Pronghorn,Doe,PD1056,Parker Mtn,General Season,Preference,Any Legal Weapon,Dec 12 2026 - Dec 20 2026,703,63,4,67,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Doe
Pronghorn | Doe,Pronghorn,Doe,PD1057,"Parker Mtn, Highlands",General Season,Preference,Any Legal Weapon,Oct 08 2026 - Oct 16 2026,873,27,3,30,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Doe
Pronghorn | Doe,Pronghorn,Doe,PD1058,"Parker Mtn, Highlands",General Season,Preference,Any Legal Weapon,Nov 21 2026 - Nov 29 2026,873,36,4,40,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Doe
Pronghorn | Doe,Pronghorn,Doe,PD1059,"Parker Mtn, Plains",General Season,Preference,Any Legal Weapon,Oct 08 2026 - Oct 16 2026,940,31,4,35,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Doe
Pronghorn | Doe,Pronghorn,Doe,PD1060,"Parker Mtn, Plains",General Season,Preference,Any Legal Weapon,Nov 21 2026 - Nov 29 2026,940,36,4,40,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Doe
Rocky Mountain Bighorn Sheep | Ewe,Rocky Mountain Bighorn Sheep,Ewe,RE1000,"Box Elder, Newfoundland Mtn",General Season,Preference,Any Legal Weapon,Sept 08 2026 - Sept 16 2026,20,4,1,5,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Rocky+Mountain+Bighorn+Sheep&gender=Ewe
