hunt_code,boundary_id,boundary_id_2024,boundary_id_2023,boundary_id_2021,boundary_id_2022,hunt_name,hunt_name_2024,hunt_name_2023,hunt_name_2021,hunt_name_2022,sex_type,species,weapon,hunt_type,hunt_class,season,NOTES,draw_2025_bg_pdf_page,draw_2025_bg_report_page,draw_2025_type,permits_2025_res,permits_2025_nr,permits_2025_total,permits_2025_source,permits_2026_source,permits_2026_draw_source,draw_2026_system_type,draw_design,permit_allotment_2026_res,permit_allotment_2026_nr,permit_allotment_2026_total,permit_allotment_2026_source,permit_allotment_2026_source_file,permit_allotment_2026_status,percent_harvest_success_previous_hunting_season,current_age_3yr_average,average_harvest_age,average_harvest_age_reported_hunt_year,average_harvest_age_source_file,average_harvest_age_review_status,dwr_huntplanner_age_objective,dwr_huntplanner_population_objective,dwr_huntplanner_current_population_estimate,conservation_permits_2026_total,conservation_permits_2026_source,permits_2024_res,permits_2024_nr,permits_2024_total,permits_2024_source,permits_2018_res,permits_2018_nr,permits_2018_total,permits_2018_source,permits_2019_res,permits_2019_nr,permits_2019_total,permits_2019_source,permits_2020_res,permits_2020_nr,permits_2020_total,permits_2020_source,permits_2021_res,permits_2021_nr,permits_2021_total,permits_2021_source,permits_2022_res,permits_2022_nr,permits_2022_total,permits_2022_source,permits_2023_res,permits_2023_nr,permits_2023_total,permits_2023_source,permits_2026_res,permits_2026_nr,permits_2026_total,draw_system_type,draw_pool,draw_system_type_source,draw_system_type_confidence,metric_scope,resident_eligible_applicants,resident_bonus_permits,resident_regular_permits,resident_success_ratio,resident_p_draw,resident_p_draw_percent,nonresident_eligible_applicants,nonresident_bonus_permits,nonresident_regular_permits,nonresident_success_ratio,nonresident_p_draw,nonresident_p_draw_percent,total_eligible_applicants,total_bonus_permits,total_regular_permits,total_success_ratio,total_p_draw,total_p_draw_percent,actual_draw_year,model_target_year,residency,points,record_type,dwr_huntplanner_source_url,dwr_huntplanner_source_retrieved_at,dwr_huntplanner_management_stats_available,dwr_huntplanner_hunt_year,dwr_huntplanner_species,dwr_huntplanner_sex_type,dwr_huntplanner_hunt_type,dwr_huntplanner_weapon,dwr_huntplanner_season_type,dwr_huntplanner_draw_designation,dwr_huntplanner_management_unit_key,dwr_huntplanner_percent_harvest_success_previous_hunting_season,dwr_huntplanner_public_harvest_success_previous_hunting_season,dwr_huntplanner_cwmu_harvest_success_previous_hunting_season,dwr_huntplanner_current_age_3yr_average,dwr_huntplanner_bucks_per_100_does_objective,dwr_huntplanner_current_bucks_per_100_does_3yr_average,dwr_huntplanner_bulls_per_100_cows_objective,dwr_huntplanner_bulls_per_100_cows_estimate,dwr_huntplanner_total_hunters_previous_hunting_season,dwr_huntplanner_hunt_name
DB1294,741,,,741,,Spring Creek Acres,,,Spring Creek Acres,,Buck,Deer,Any Legal Weapon,CWMU,Max/Weighted Split,Contact Operator for 2026 season dates,,158,173,Bonus Point Draw Results,1,0,1,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_HUNTPLANNER__deer.xlsx,MAX_WEIGHTED_SPLIT,MAX_WEIGHTED_SPLIT,,,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_CWMU_TOTAL_ONLY_FROM_QUOTA_RES,75,,,,,,,,,,,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_long,1,0,1,data_truth/draw_results_truth/normalized/canonical_yearly/draw_results_2017_for_2018_canonical_yearly_draw_results.csv; source_file=17_big_game_odds_report.pdf; rollup=max_total_per_hunt_code,1,0,1,CANONICAL_YEARLY_DRAW_RESULTS_2019_FOR_2020_MODEL,1,0,1,CANONICAL_YEARLY_DRAW_RESULTS_2020_FOR_2021_MODEL,1,0,1,CANONICAL_YEARLY_DRAW_RESULTS_2021_FOR_2022_MODEL,2,0,2,CANONICAL_YEARLY_DRAW_RESULTS_2022_FOR_2023_MODEL,1,0,1,CANONICAL_YEARLY_DRAW_RESULTS_2023_FOR_2024_MODEL,1,0,1,MAX_WEIGHTED_SPLIT,max_weighted_split,outputs.draw_design.hunt_code_year,high,total,,,,,,,,,,,,,,,,,,,2017;2018;2019;2020;2021;2022;2023;2024;2025;2026,2018;2019;2020;2021;2022;2023;2024;2025;2026;2027,Nonresident;Resident,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;TOTAL;Totals,hunt_total_draw_result;point_level_draw_result;supplemental_permit_total_row,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1294,2026-09-03T06:27:50.740Z,true,2026,Deer,Buck,CWMU,Any Legal Weapon,,P,deer:spring_creek_acre_cwmu,66.7,,66.7,,,,,,,Spring Creek Acres CWMU
MB6011,743,,,743,,Wasatch Mtns/Central Mtns,,,Wasatch Mtns/Central Mtns,,Bull,Moose,Any Legal Weapon,Once-in-a-lifetime,Max/Weighted Split,Sept 12 2026 - Oct 31 2026,,509,475,Bonus Point Draw Results,18,2,20,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,MAX_WEIGHTED_SPLIT,MAX_WEIGHTED_SPLIT,19,3,22,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Moose&gender=Bull,LIVE_DWR_RES_NR_SPLIT,87,3.8,,,,,3.75-4.25,500,270,1,data/conservation-permit-hunt-table-2025-27.json; reviewed official DWR 2025-27 conservation-permit crosswalk; non-additive per-hunt-code coverage; checked 2026-08-28,19,1,20,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_long,25,2,27,data_truth/draw_results_truth/normalized/canonical_yearly/draw_results_2017_for_2018_canonical_yearly_draw_results.csv; source_file=17_big_game_odds_report.pdf; rollup=max_total_per_hunt_code,34,3,37,CANONICAL_YEARLY_DRAW_RESULTS_2019_FOR_2020_MODEL,34,3,37,CANONICAL_YEARLY_DRAW_RESULTS_2020_FOR_2021_MODEL,0,0,0,CANONICAL_YEARLY_DRAW_RESULTS_2021_FOR_2022_MODEL,64,4,68,CANONICAL_YEARLY_DRAW_RESULTS_2022_FOR_2023_MODEL,25,2,27,CANONICAL_YEARLY_DRAW_RESULTS_2023_FOR_2024_MODEL,19,3,22,MAX_WEIGHTED_SPLIT,max_weighted_split,outputs.draw_design.hunt_code_year,high,total,,,,,,,,,,,,,,,,,,,2017;2018;2019;2020;2021;2022;2023;2024;2025;2026,2018;2019;2020;2021;2022;2023;2024;2025;2026;2027,Nonresident;Resident,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;TOTAL;Totals,hunt_total_draw_result;point_level_draw_result;supplemental_permit_total_row,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=MB6011,2026-09-03T06:27:50.740Z,true,2026,Moose,Bull,Once-in-a-lifetime,Any Legal Weapon,,P,moose:wasatch_mountain_central_mountain,86.4,86.4,,3.8,,,,,,Wasatch Mtns/Central Mtns
BR7004,744,,,744,,"Manti South/San Rafael, North",,,"Central Mtns, Manti - south/san Rafael, North",,Either Sex,Black Bear,Any Legal Weapon,Limited Entry,Max/Weighted Split,"March 28 - May 25, 2026",,13,,2024 Draw Odds PDF Model Target 2025,18,2,20,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,MAX_WEIGHTED_SPLIT,MAX_WEIGHTED_SPLIT,18,2,20,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,LIVE_DWR_RES_NR_SPLIT,,,,,,,,,,3,data/conservation-permit-hunt-table-2025-27.json; reviewed official DWR 2025-27 conservation-permit crosswalk; non-additive per-hunt-code coverage; checked 2026-08-28,8,0,8,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_UPLOADED_COMBINED_long,9,0,9,data_truth/draw_results_truth/normalized/canonical_yearly/draw_results_2017_for_2018_canonical_yearly_draw_results.csv; source_file=17_bonus_points.pdf; rollup=max_total_per_hunt_code,12,1,13,CANONICAL_YEARLY_DRAW_RESULTS_2019_FOR_2020_MODEL,13,1,14,CANONICAL_YEARLY_DRAW_RESULTS_2020_FOR_2021_MODEL,13,1,14,CANONICAL_YEARLY_DRAW_RESULTS_2021_FOR_2022_MODEL,16,0,16,CANONICAL_YEARLY_DRAW_RESULTS_2022_FOR_2023_MODEL,8,0,8,CANONICAL_YEARLY_DRAW_RESULTS_2023_FOR_2024_MODEL,18,2,20,MAX_WEIGHTED_SPLIT,max_weighted_split,outputs.draw_design.hunt_code_year,high,total,,,,,,,,,,,,,,,,,,,2017;2018;2019;2020;2021;2022;2023;2024;2025;2026,2018;2019;2020;2021;2022;2023;2024;2025;2026;2027,Nonresident;Resident,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;TOTAL;Totals,black_bear_hunt_choice_odds_report;hunt_total_draw_result;point_level_draw_result;supplemental_permit_total_row,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=BR7004,2026-09-03T06:27:50.740Z,false,2026,Black Bear,Either Sex,Limited Entry - Spring,Any Legal Weapon,,,black bear:manti_south_san_rafael_north,,,,,,,,,,"Manti, South/San Rafael, North"
BR7105,744,,,744,,"Manti South/San Rafael, North",,,"Central Mtns, Manti - south/san Rafael, North",,Either Sex,Black Bear,Any Legal Weapon,Limited Entry,Max/Weighted Split,"May 25 - June 28, 2026",,33,,2024 Draw Odds PDF Model Target 2025,18,2,20,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,MAX_WEIGHTED_SPLIT,MAX_WEIGHTED_SPLIT,18,2,20,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,LIVE_DWR_RES_NR_SPLIT,,,,,,,,,,3,data/conservation-permit-hunt-table-2025-27.json; reviewed official DWR 2025-27 conservation-permit crosswalk; non-additive per-hunt-code coverage; checked 2026-08-28,16,1,17,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_UPLOADED_COMBINED_long,7,0,7,data_truth/draw_results_truth/normalized/canonical_yearly/draw_results_2017_for_2018_canonical_yearly_draw_results.csv; source_file=17_bonus_points.pdf; rollup=max_total_per_hunt_code,12,1,13,CANONICAL_YEARLY_DRAW_RESULTS_2019_FOR_2020_MODEL,13,1,14,CANONICAL_YEARLY_DRAW_RESULTS_2020_FOR_2021_MODEL,13,1,14,CANONICAL_YEARLY_DRAW_RESULTS_2021_FOR_2022_MODEL,32,2,34,CANONICAL_YEARLY_DRAW_RESULTS_2022_FOR_2023_MODEL,16,1,17,CANONICAL_YEARLY_DRAW_RESULTS_2023_FOR_2024_MODEL,18,2,20,MAX_WEIGHTED_SPLIT,max_weighted_split,outputs.draw_design.hunt_code_year,high,total,,,,,,,,,,,,,,,,,,,2017;2018;2019;2020;2021;2022;2023;2024;2025;2026,2018;2019;2020;2021;2022;2023;2024;2025;2026;2027,Nonresident;Resident,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;TOTAL;Totals,black_bear_hunt_choice_odds_report;hunt_total_draw_result;point_level_draw_result;supplemental_permit_total_row,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=BR7105,2026-09-03T06:27:50.740Z,false,2026,Black Bear,Either Sex,Limited Entry - Summer,Any Legal Weapon,Limited Entry - Summer,,black bear:manti_south_san_rafael_north,,,,,,,,,,"Manti, South/San Rafael, North"
BR7204,744,,,744,,"Manti South/San Rafael, North",,,"Central Mtns, Manti - south/san Rafael, North",,Either Sex,Black Bear,Any Legal Weapon,Limited Entry,Max/Weighted Split,Multiseason,,56,,2024 Draw Odds PDF Model Target 2025,18,2,20,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,MAX_WEIGHTED_SPLIT,MAX_WEIGHTED_SPLIT,18,2,20,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,LIVE_DWR_RES_NR_SPLIT,,,,,,,,,,3,data/conservation-permit-hunt-table-2025-27.json; reviewed official DWR 2025-27 conservation-permit crosswalk; non-additive per-hunt-code coverage; checked 2026-08-28,16,1,17,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_UPLOADED_COMBINED_long,11,1,12,data_truth/draw_results_truth/normalized/canonical_yearly/draw_results_2017_for_2018_canonical_yearly_draw_results.csv; source_file=17_bonus_points.pdf; rollup=max_total_per_hunt_code,12,1,13,CANONICAL_YEARLY_DRAW_RESULTS_2019_FOR_2020_MODEL,13,1,14,CANONICAL_YEARLY_DRAW_RESULTS_2020_FOR_2021_MODEL,13,1,14,CANONICAL_YEARLY_DRAW_RESULTS_2021_FOR_2022_MODEL,32,2,34,CANONICAL_YEARLY_DRAW_RESULTS_2022_FOR_2023_MODEL,16,1,17,CANONICAL_YEARLY_DRAW_RESULTS_2023_FOR_2024_MODEL,18,2,20,MAX_WEIGHTED_SPLIT,max_weighted_split,outputs.draw_design.hunt_code_year,high,total,,,,,,,,,,,,,,,,,,,2017;2018;2019;2020;2021;2022;2023;2024;2025;2026,2018;2019;2020;2021;2022;2023;2024;2025;2026;2027,Nonresident;Resident,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;TOTAL;Totals,black_bear_hunt_choice_odds_report;hunt_total_draw_result;point_level_draw_result;supplemental_permit_total_row,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=BR7204,2026-09-03T06:27:50.740Z,false,2026,Black Bear,Either Sex,Limited Entry - Fall,Any Legal Weapon,Limited Entry - Fall,,black bear:manti_south_san_rafael_north,,,,,,,,,,"Manti, South/San Rafael, North"
BR7304,744,,,744,,"Manti South/San Rafael, North",,,"Central Mtns, Manti - south/san Rafael, North",,Either Sex,Black Bear,Multiseason,Limited Entry,Max/Weighted Split,Multiseason,,79,,2024 Draw Odds PDF Model Target 2025,18,2,20,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,MAX_WEIGHTED_SPLIT,MAX_WEIGHTED_SPLIT,18,2,20,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,LIVE_DWR_RES_NR_SPLIT,,,,,,,,,,3,data/conservation-permit-hunt-table-2025-27.json; reviewed official DWR 2025-27 conservation-permit crosswalk; non-additive per-hunt-code coverage; checked 2026-08-28,12,1,13,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_UPLOADED_COMBINED_long,5,0,5,data_truth/draw_results_truth/normalized/canonical_yearly/draw_results_2017_for_2018_canonical_yearly_draw_results.csv; source_file=17_bonus_points.pdf; rollup=max_total_per_hunt_code,9,1,10,CANONICAL_YEARLY_DRAW_RESULTS_2019_FOR_2020_MODEL,10,1,11,CANONICAL_YEARLY_DRAW_RESULTS_2020_FOR_2021_MODEL,10,1,11,CANONICAL_YEARLY_DRAW_RESULTS_2021_FOR_2022_MODEL,24,2,26,CANONICAL_YEARLY_DRAW_RESULTS_2022_FOR_2023_MODEL,12,1,13,CANONICAL_YEARLY_DRAW_RESULTS_2023_FOR_2024_MODEL,18,2,20,MAX_WEIGHTED_SPLIT,max_weighted_split,outputs.draw_design.hunt_code_year,high,total,,,,,,,,,,,,,,,,,,,2017;2018;2019;2020;2021;2022;2023;2024;2025;2026,2018;2019;2020;2021;2022;2023;2024;2025;2026;2027,Nonresident;Resident,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;TOTAL;Totals,black_bear_hunt_choice_odds_report;hunt_total_draw_result;point_level_draw_result;supplemental_permit_total_row,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=BR7304,2026-09-03T06:27:50.740Z,false,2026,Black Bear,Either Sex,Limited Entry - Multiseason,Multiseason,Limited Entry - Multiseason,,black bear:manti_south_san_rafael_north,,,,,,,,,,"Manti, South/San Rafael, North"
PB5006,755,,,755,,"Box Elder, West",,,"Box Elder, West",,Buck,Pronghorn,Archery,Limited Entry,Max/Weighted Split,Aug 15 2026 - Sept 11 2026,,415,506,Bonus Point Draw Results,9,1,10,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,MAX_WEIGHTED_SPLIT,MAX_WEIGHTED_SPLIT,10,1,11,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Buck,LIVE_DWR_RES_NR_SPLIT,10,3.1,3.5,2021,21_bg_report.pdf,PASS,2.0-3.0,180,200,2,data/conservation-permit-hunt-table-2025-27.json; reviewed official DWR 2025-27 conservation-permit crosswalk; non-additive per-hunt-code coverage; checked 2026-08-28,9,1,10,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_long,2,0,2,data_truth/draw_results_truth/normalized/canonical_yearly/draw_results_2017_for_2018_canonical_yearly_draw_results.csv; source_file=17_big_game_odds_report.pdf; rollup=max_total_per_hunt_code,4,0,4,CANONICAL_YEARLY_DRAW_RESULTS_2019_FOR_2020_MODEL,6,0,6,CANONICAL_YEARLY_DRAW_RESULTS_2020_FOR_2021_MODEL,7,0,7,CANONICAL_YEARLY_DRAW_RESULTS_2021_FOR_2022_MODEL,16,0,16,CANONICAL_YEARLY_DRAW_RESULTS_2022_FOR_2023_MODEL,7,1,8,CANONICAL_YEARLY_DRAW_RESULTS_2023_FOR_2024_MODEL,10,1,11,MAX_WEIGHTED_SPLIT,max_weighted_split,outputs.draw_design.hunt_code_year,high,total,,,,,,,,,,,,,,,,,,,2017;2018;2019;2020;2021;2022;2023;2024;2025;2026,2018;2019;2020;2021;2022;2023;2024;2025;2026;2027,Nonresident;Resident,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;TOTAL;Totals,hunt_total_draw_result;point_level_draw_result,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PB5006,2026-09-03T06:27:50.740Z,true,2026,Pronghorn,Buck,Limited Entry,Archery,,P,pronghorn:box_elder_west,11.1,11.1,,3.1,,,,,,"Box Elder, West"
PB5031,755,,,755,,"Box Elder, West",,,"Box Elder, West",,Buck,Pronghorn,Any Legal Weapon,Limited Entry,Max/Weighted Split,Sept 12 2026 - Sept 20 2026,,435,526,Bonus Point Draw Results,27,3,30,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,MAX_WEIGHTED_SPLIT,MAX_WEIGHTED_SPLIT,30,3,33,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Buck,LIVE_DWR_RES_NR_SPLIT,81.3,3.1,,,,,2.0-3.0,180,200,2,data/conservation-permit-hunt-table-2025-27.json; reviewed official DWR 2025-27 conservation-permit crosswalk; non-additive per-hunt-code coverage; checked 2026-08-28,35,4,39,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_long,8,1,9,data_truth/draw_results_truth/normalized/canonical_yearly/draw_results_2017_for_2018_canonical_yearly_draw_results.csv; source_file=17_big_game_odds_report.pdf; rollup=max_total_per_hunt_code,16,2,18,CANONICAL_YEARLY_DRAW_RESULTS_2019_FOR_2020_MODEL,23,3,26,CANONICAL_YEARLY_DRAW_RESULTS_2020_FOR_2021_MODEL,27,3,30,CANONICAL_YEARLY_DRAW_RESULTS_2021_FOR_2022_MODEL,58,6,64,CANONICAL_YEARLY_DRAW_RESULTS_2022_FOR_2023_MODEL,32,4,36,CANONICAL_YEARLY_DRAW_RESULTS_2023_FOR_2024_MODEL,30,3,33,MAX_WEIGHTED_SPLIT,max_weighted_split,outputs.draw_design.hunt_code_year,high,total,,,,,,,,,,,,,,,,,,,2017;2018;2019;2020;2021;2022;2023;2024;2025;2026,2018;2019;2020;2021;2022;2023;2024;2025;2026;2027,Nonresident;Resident,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;TOTAL;Totals,hunt_total_draw_result;point_level_draw_result,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PB5031,2026-09-03T06:27:50.740Z,true,2026,Pronghorn,Buck,Limited Entry,Any Legal Weapon,,P,pronghorn:box_elder_west,82.8,82.8,,3.1,,,,,,"Box Elder, West"
PB5079,755,,,,,"Box Elder, West",,,,,Buck,Pronghorn,Muzzleloader,Limited Entry,Max/Weighted Split,Sept 23 2026 - Oct 01 2026,,471,562,Bonus Point Draw Results,5,2,7,CANONICAL_YEARLY_DRAW_RESULTS_2025_FOR_2026_MODEL,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,MAX_WEIGHTED_SPLIT,MAX_WEIGHTED_SPLIT,10,1,11,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Buck,LIVE_DWR_RES_NR_SPLIT,55.6,3.1,,,,,2.0-3.0,180,200,2,data/conservation-permit-hunt-table-2025-27.json; reviewed official DWR 2025-27 conservation-permit crosswalk; non-additive per-hunt-code coverage; checked 2026-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,11,MAX_WEIGHTED_SPLIT,max_weighted_split,outputs.draw_design.hunt_code_year,high,total,,,,,,,,,,,,,,,,,,,2025;2026,2026;2027,Nonresident;Resident,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32,point_level_draw_result,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PB5079,2026-09-03T06:27:50.740Z,true,2026,Pronghorn,Buck,Limited Entry,Muzzleloader,,,pronghorn:box_elder_west,55.6,55.6,,3.1,,,,,,"Box Elder, West"
DB1028,804,,,804,,Fillmore,,,Fillmore,,Buck,Deer,Muzzleloader,Limited Entry,Max/Weighted Split,Oct 28 2026 - Nov 05 2026,,28,43,Bonus Point Draw Results,10,1,11,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_HUNTPLANNER__deer.xlsx,MAX_WEIGHTED_SPLIT,MAX_WEIGHTED_SPLIT,11,1,12,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_RES_NR_SPLIT,70,,,,,,,7600 (entire Fillmore unit),8700 (entire Fillmore unit),,,10,1,11,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_long,4,1,5,data_truth/draw_results_truth/normalized/canonical_yearly/draw_results_2017_for_2018_canonical_yearly_draw_results.csv; source_file=17_big_game_odds_report.pdf; rollup=max_total_per_hunt_code,4,1,5,CANONICAL_YEARLY_DRAW_RESULTS_2019_FOR_2020_MODEL,4,1,5,CANONICAL_YEARLY_DRAW_RESULTS_2020_FOR_2021_MODEL,4,1,5,CANONICAL_YEARLY_DRAW_RESULTS_2021_FOR_2022_MODEL,12,2,14,CANONICAL_YEARLY_DRAW_RESULTS_2022_FOR_2023_MODEL,8,1,9,CANONICAL_YEARLY_DRAW_RESULTS_2023_FOR_2024_MODEL,11,1,12,MAX_WEIGHTED_SPLIT,max_weighted_split,outputs.draw_design.hunt_code_year,high,total,,,,,,,,,,,,,,,,,,,2017;2018;2019;2020;2021;2022;2023;2024;2025;2026,2018;2019;2020;2021;2022;2023;2024;2025;2026;2027,Nonresident;Resident,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;TOTAL;Totals,hunt_total_draw_result;point_level_draw_result;supplemental_permit_total_row,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1028,2026-09-03T06:27:50.740Z,true,2026,Deer,Buck,Limited Entry,Muzzleloader,,P,deer:fillmore,66.7,66.7,,,15-17,22,,,,Fillmore
